SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3112 Pine Cone Trl,Greensboro,NC,27406,165000,3,1.5,Pines,,,1973,1,,,Active,,,https://www.redfin.com/NC/Greensboro/3112-Pine-Cone-Trl-27406/home/94633503,Triad MLS,1051232,N,Y,36.0125572,-79.8153821
MLS Listing,,Single Family Residential,5154 Blakeshire Rd,Greensboro,NC,27406,235000,3,2.0,Willow Bend,,,1986,2,,,Pre On-Market,,,https://www.redfin.com/NC/Greensboro/5154-Blakeshire-Rd-27406/home/94667819,Triad MLS,1051030,N,Y,35.9876759,-79.6704489
MLS Listing,,Single Family Residential,129 W Steeple Chase Rd,Greensboro,NC,27406,249900,3,2.0,,,,2017,2,,,Active,,,https://www.redfin.com/NC/Greensboro/129-W-Steeple-Chase-Rd-27406/home/110234821,Triad MLS,1051129,N,Y,35.9536777,-79.8179792
MLS Listing,,Single Family Residential,3812 Southeast School Rd,Greensboro,NC,27406,269000,3,2.0,Forest Oaks Estates,,,1973,3,,,Active,,,https://www.redfin.com/NC/Greensboro/3812-SE-School-Rd-27406/home/94665903,Triad MLS,1051170,N,Y,35.9928761,-79.6945623
MLS Listing,,Single Family Residential,2216 Bradley St,Greensboro,NC,27406,74900,2,1.0,,,,1959,3,,,Active,,,https://www.redfin.com/NC/Greensboro/2216-Bradley-St-27406/home/94630053,Triad MLS,1051067,N,Y,36.0274168,-79.8272122
MLS Listing,,Single Family Residential,4108 Vershire Ave,Greensboro,NC,27406,300000,4,3.0,Asbury,,,2018,4,,33,Active,,,https://www.redfin.com/NC/Greensboro/4108-Vershire-Ave-27406/home/145583245,Triad MLS,1050895,N,Y,36.033586,-79.704773
MLS Listing,,Single Family Residential,5108 Carol Ave #13,Greensboro,NC,27406,340405,4,2.5,Avondale,,,2021,4,,69,Active,,,https://www.redfin.com/NC/Greensboro/5108-Carol-Ave-27406/unit-13/home/177421306,Triad MLS,1037963,N,Y,35.9970408,-79.8129686
MLS Listing,,Single Family Residential,5106 Carol Ave #14,Greensboro,NC,27406,347860,4,3.0,Avondale,,,2021,4,,69,Active,,,https://www.redfin.com/NC/Greensboro/5106-Carol-Ave-27406/unit-14/home/177421304,Triad MLS,1037958,N,Y,35.9970408,-79.8129686
MLS Listing,,Single Family Residential,5202 Carol Ave #11,Greensboro,NC,27406,325430,3,2.5,Avondale,,,2021,4,,69,Active,,,https://www.redfin.com/NC/Greensboro/5202-Carol-Ave-27406/unit-11/home/177421303,Triad MLS,1037978,N,Y,35.9970517,-79.813003
MLS Listing,,Single Family Residential,2111 Forest Edge Dr,Greensboro,NC,27406,254900,3,2.5,Liberty Valley,,,1995,5,,25,Pre On-Market,,,https://www.redfin.com/NC/Greensboro/2111-Forest-Edge-Dr-27406/home/94721836,Triad MLS,1050801,N,Y,36.0213279,-79.7542918
MLS Listing,,Townhouse,347 Montcastle Dr Unit C,Greensboro,NC,27406,149900,3,2.0,Woodlea Manor,,,1987,6,,189,Active,,,https://www.redfin.com/NC/Greensboro/347-E-Montcastle-Dr-27406/unit-C/home/94641568,Triad MLS,1050740,N,Y,36.023308,-79.786548
