SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-10-2021,Single Family Residential,119 N Kennedy Rd,Sterling,VA,20164,570000,5,3.0,STERLING PARK,2004,7841,1973,85,284,,Sold,,,https://www.redfin.com/VA/Sterling/119-N-Kennedy-Rd-20164/home/11960044,BRIGHT MLS,VALO2005388,N,Y,39.0008341,-77.3916316
PAST SALE,June-24-2019,Single Family Residential,201 W Laurel Ave,Sterling,VA,20164,465000,3,2.5,STERLING PARK,2286,11326,1971,894,203,,Sold,,,https://www.redfin.com/VA/Sterling/201-W-Laurel-Ave-20164/home/11956638,BRIGHT MLS,VALO380982,N,Y,39.0120835,-77.3954883
PAST SALE,September-4-2020,Single Family Residential,1202 E Holly Ave,Sterling,VA,20164,456500,4,2.0,STERLING PARK,2209,8712,1972,456,207,,Sold,,,https://www.redfin.com/VA/Sterling/1202-E-Holly-Ave-20164/home/11958406,BRIGHT MLS,VALO416156,N,Y,38.9981201,-77.3965197
PAST SALE,September-3-2019,Condo/Co-op,46966 Courtyard Sq #302,Sterling,VA,20164,275000,2,2.5,CHATHAM GREEN CONDOMINIU,1257,,1995,823,219,320,Sold,,,https://www.redfin.com/VA/Sterling/46966-Courtyard-Sq-20164/unit-302/home/11948509,BRIGHT MLS,VALO392112,N,Y,39.0109373,-77.3759135
PAST SALE,November-24-2021,Condo/Co-op,46897 Eaton Ter #201,Sterling,VA,20164,290000,2,1.5,CHATHAM GREEN CONDOMINIUM,1031,,1993,10,281,300,Sold,,,https://www.redfin.com/VA/Sterling/46897-Eaton-Ter-20164/unit-201/home/11948381,BRIGHT MLS,VALO2010364,N,Y,39.0097774,-77.3767658
PAST SALE,December-17-2018,Townhouse,21805 Baldwin Sq,Sterling,VA,20164,272000,2,2.5,CHATHAM GREEN CONDOMINIU,1260,,1995,1083,216,340,Sold,,,https://www.redfin.com/VA/Sterling/21805-Baldwin-Sq-20164/unit-21805/home/11948290,BRIGHT MLS,VALO100194,N,Y,39.0116156,-77.3773515
PAST SALE,September-10-2021,Townhouse,46696 Paragon Ter,Sterling,VA,20164,485000,4,3.5,MIRROR RIDGE SUBDIVISION,2844,1742,1989,85,171,79,Sold,,,https://www.redfin.com/VA/Sterling/46696-Paragon-Ter-20164/home/11941937,BRIGHT MLS,VALO2003706,N,Y,39.031985,-77.383945
PAST SALE,November-19-2021,Single Family Residential,121 Wrightwood,Sterling,VA,20164,490000,3,2.0,SUGARLAND RUN,1920,7841,1973,15,255,74,Sold,,,https://www.redfin.com/VA/Sterling/121-Wrightwood-Pl-20164/home/11943281,BRIGHT MLS,VALO2000051,N,Y,39.0346375,-77.3718978
PAST SALE,August-20-2021,Townhouse,21492 Tamarack Ridge Sq,Sterling,VA,20164,575000,3,2.5,WESTERLEY,2463,2178,1999,106,233,107,Sold,,,https://www.redfin.com/VA/Sterling/21492-Tamarack-Ridge-Sq-20164/home/11945748,BRIGHT MLS,VALO2003232,N,Y,39.020804,-77.378422
PAST SALE,November-12-2020,Single Family Residential,46784 Backwater Dr,Sterling,VA,20164,756350,5,3.5,CARTERS GROVE,4176,9148,2000,387,181,89,Sold,,,https://www.redfin.com/VA/Sterling/46784-Backwater-Dr-20164/home/12038280,BRIGHT MLS,VALO422012,N,Y,39.0242731,-77.3810251
PAST SALE,August-31-2021,Townhouse,215 N Cottage Rd,Sterling,VA,20164,378000,3,2.5,SUGARLAND RUN,1540,2614,1973,95,245,144,Sold,,,https://www.redfin.com/VA/Sterling/215-N-Cottage-Rd-20164/home/11944331,BRIGHT MLS,VALO2002604,N,Y,39.038337,-77.375212
PAST SALE,May-10-2021,Townhouse,45420 Gable Sq,Sterling,VA,20164,420000,3,3.0,OLD STERLING GABLE,1680,1307,1994,208,250,77,Sold,,,https://www.redfin.com/VA/Sterling/45420-Gable-Sq-20164/home/11972782,BRIGHT MLS,VALO100393,N,Y,39.0008151,-77.4281752
PAST SALE,November-15-2021,Townhouse,21491 Rusty Blackhaw Sq,Sterling,VA,20164,499000,3,3.0,WESTERLEY,1776,1742,1999,19,281,104,Sold,,,https://www.redfin.com/VA/Sterling/21491-Rusty-Blackhaw-Sq-20164/home/11945515,BRIGHT MLS,VALO2009680,N,Y,39.021038,-77.381545
PAST SALE,December-1-2020,Townhouse,112 Woodgate Ct,Sterling,VA,20164,360000,4,2.5,SUGARLAND RUN,1848,2614,1972,368,195,140,Sold,,,https://www.redfin.com/VA/Sterling/112-Woodgate-Ct-20164/home/11937148,BRIGHT MLS,VALO423362,N,Y,39.0400009,-77.378962
PAST SALE,October-28-2021,Townhouse,223 Sugarland Run Dr,Sterling,VA,20164,350000,3,1.5,SUGARLAND RUN,1320,3049,1972,37,265,140,Sold,,,https://www.redfin.com/VA/Sterling/223-Sugarland-Run-Dr-20164/home/11937173,BRIGHT MLS,VALO2008780,N,Y,39.040456,-77.3784216
PAST SALE,December-16-2020,Condo/Co-op,21767 Baldwin Sq #300,Sterling,VA,20164,295000,2,2.5,CHATHAM GREEN CONDOMINIU,1148,,1995,353,257,300,Sold,,,https://www.redfin.com/VA/Sterling/21767-Baldwin-Sq-20164/unit-300/home/11948412,BRIGHT MLS,VALO423390,N,Y,39.0118866,-77.3764424
PAST SALE,June-21-2021,Townhouse,22216 Great Trail Ter,Sterling,VA,20164,505000,3,2.5,TRAILSIDE,2071,1742,2000,166,244,80,Sold,,,https://www.redfin.com/VA/Sterling/22216-Great-Trail-Ter-20164/home/11972818,BRIGHT MLS,VALO439410,N,Y,39.0018616,-77.427406
PAST SALE,September-11-2020,Single Family Residential,21146 Mayapple Pl,Sterling,VA,20164,669900,4,3.5,RICHLAND FOREST,3604,14375,1994,449,186,67,Sold,,,https://www.redfin.com/VA/Sterling/21146-Mayapple-Pl-20164/home/11940942,BRIGHT MLS,VALO417874,N,Y,39.0295697,-77.377594
PAST SALE,April-12-2019,Townhouse,720 N Concord Ct,Sterling,VA,20164,261000,2,1.0,STERLING PARK SOUTH TOWN,1040,1742,1970,967,251,73,Sold,,,https://www.redfin.com/VA/Sterling/720-N-Concord-Ct-20164/home/11970836,BRIGHT MLS,VALO354650,N,Y,38.9968978,-77.4114854
PAST SALE,June-15-2020,Single Family Residential,21070 Ethan Ct,Sterling,VA,20164,430000,3,2.0,WOODLAND VILLAGE,1576,3920,1987,537,273,82,Sold,,,https://www.redfin.com/VA/Sterling/21070-Ethan-Ct-20164/home/11947097,BRIGHT MLS,VALO408670,N,Y,39.0089304,-77.3827967
PAST SALE,October-20-2021,Townhouse,213 Sugarland Run Dr,Sterling,VA,20164,365000,3,2.5,SUGARLAND RUN,1540,3049,1972,45,237,140,Sold,,,https://www.redfin.com/VA/Sterling/213-Sugarland-Run-Dr-20164/home/11937155,BRIGHT MLS,VALO2008326,N,Y,39.0403337,-77.3787765
PAST SALE,February-9-2021,Townhouse,106 E Cornell Dr,Sterling,VA,20164,251000,2,1.0,PEMBROOK OF LOUDOUN,1064,,1965,298,236,287,Sold,,,https://www.redfin.com/VA/Sterling/106-E-Cornell-Dr-20164/home/11958967,BRIGHT MLS,VALO427246,N,Y,39.0032559,-77.4002409
PAST SALE,December-27-2019,Single Family Residential,312 Sugarland Run Dr,Sterling,VA,20164,460000,4,2.5,SUGARLAND RUN,1950,7405,1972,708,236,,Sold,,,https://www.redfin.com/VA/Sterling/312-Sugarland-Run-Dr-20164/home/11937257,BRIGHT MLS,VALO399294,N,Y,39.0418437,-77.3758448
PAST SALE,November-30-2021,Townhouse,22340 Great Trail Ter,Sterling,VA,20164,481000,3,2.5,TRAILSIDE,2040,2614,1998,4,236,80,Sold,,,https://www.redfin.com/VA/Sterling/22340-Great-Trail-Ter-20164/home/11971068,BRIGHT MLS,VALO2010804,N,Y,38.9986184,-77.4252275
PAST SALE,February-26-2021,Single Family Residential,705 S Alder Ave,Sterling,VA,20164,460000,3,1.5,STERLING PARK,1680,8712,1963,281,274,,Sold,,,https://www.redfin.com/VA/Sterling/705-S-Alder-Ave-20164/home/11972583,BRIGHT MLS,VALO428698,N,Y,38.9983854,-77.4125279
PAST SALE,September-29-2021,Townhouse,45436 Gable Sq,Sterling,VA,20164,440000,3,4.0,OLD STERLING GABLE,1720,1307,1993,66,256,77,Sold,,,https://www.redfin.com/VA/Sterling/45436-Gable-Sq-20164/home/11972726,BRIGHT MLS,VALO2005960,N,Y,39.0006869,-77.4287468
PAST SALE,October-11-2019,Condo/Co-op,46872 Clarion Ter #302,Sterling,VA,20164,272700,2,2.5,CHATHAM GREEN CONDOMINIU,1257,,1994,785,217,320,Sold,,,https://www.redfin.com/VA/Sterling/46872-Clarion-Ter-20164/unit-302/home/11948097,BRIGHT MLS,VALO393220,N,Y,39.0106301,-77.3775316
PAST SALE,August-9-2021,Single Family Residential,1301 N Amelia St,Sterling,VA,20164,475000,3,2.0,STERLING PARK,1300,9148,1969,117,365,,Sold,,,https://www.redfin.com/VA/Sterling/1301-N-Amelia-St-20164/home/11957378,BRIGHT MLS,VALO2000966,N,Y,39.0165813,-77.3926182
PAST SALE,February-1-2019,Single Family Residential,1039 Ironwood Rd S,Sterling,VA,20164,380000,3,2.0,STERLING PARK,1296,8276,1966,1037,293,,Sold,,,https://www.redfin.com/VA/Sterling/1039-S-Ironwood-Rd-20164/home/11973131,BRIGHT MLS,1009986886,N,Y,39.0001039,-77.4223918
PAST SALE,May-17-2021,Single Family Residential,134 Avondale Dr,Sterling,VA,20164,510000,4,2.5,SUGARLAND RUN,1756,7405,1971,201,290,74,Sold,,,https://www.redfin.com/VA/Sterling/134-Avondale-Dr-20164/home/11937230,BRIGHT MLS,VALO434032,N,Y,39.0419996,-77.3767194
PAST SALE,August-4-2021,Single Family Residential,45772 Sterling Bridge Pl,Sterling,VA,20164,800000,5,5.0,LOCHEWOOD,4692,7841,2003,122,171,92,Sold,,,https://www.redfin.com/VA/Sterling/45772-Sterling-Bridge-Pl-20164/home/12048327,BRIGHT MLS,VALO2000458,N,Y,39.0095392,-77.4166081
PAST SALE,November-14-2019,Single Family Residential,105 Forest Ridge Dr,Sterling,VA,20164,469000,3,2.5,FOREST RIDGE,1568,10019,1978,751,299,9,Sold,,,https://www.redfin.com/VA/Sterling/105-Forest-Ridge-Dr-20164/home/11962387,BRIGHT MLS,VALO392960,N,Y,38.9916633,-77.4001969
