SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,4220 Tuscarora Rd,Tuscarora,MD,21790,2200000,,,Tuscarora,,296208,,39,,,Active,,,https://www.redfin.com/MD/Tuscarora/4220-Tuscarora-RD-21790/home/176977442,BRIGHT MLS,MDFR2000423,N,Y,39.27535,-77.5203
PAST SALE,June-21-2019,Vacant Land,5745 Tuscarora Rd,Tuscarora,MD,21790,175000,,,ESTATES AT POTOMAC FARMS,,117176,,898,,,Sold,,,https://www.redfin.com/MD/Tuscarora/5745-Tuscarora-Rd-20842/home/144839686,BRIGHT MLS,1004144369,N,Y,39.2575211,-77.4654688
PAST SALE,June-21-2019,Vacant Land,5749 Tuscarora Rd,Tuscarora,MD,21790,170000,,,ESTATES AT POTOMAC FARMS,,86684,,898,,,Sold,,,https://www.redfin.com/MD/Tuscarora/5749-Tuscarora-Rd-20842/home/144839713,BRIGHT MLS,1004144371,N,Y,39.2579573,-77.4651421
PAST SALE,June-21-2019,Vacant Land,5753 Tuscarora Rd,Tuscarora,MD,21790,167500,,,ESTATES AT POTOMAC FARMS,,78408,,898,,,Sold,,,https://www.redfin.com/MD/Tuscarora/5753-Tuscarora-Rd-20842/home/144839718,BRIGHT MLS,1004144391,N,Y,39.2583814,-77.4648767
PAST SALE,May-10-2019,Vacant Land,5754 Tuscarora Rd,Tuscarora,MD,21790,230000,,,ESTATES AT POTOMAC FARMS,,335848,,940,,,Sold,,,https://www.redfin.com/MD/Tuscarora/5754-Tuscarora-Rd-21790/home/144839434,BRIGHT MLS,1004144351,N,Y,39.2587148,-77.4665359
PAST SALE,October-16-2020,Vacant Land,5742 Tuscarora Rd,Tuscarora,MD,21790,268205,,,Tuscarora,,277913,,415,,,Sold,,,https://www.redfin.com/MD/Tuscarora/5742-Tuscarora-Rd-21710/home/144838364,BRIGHT MLS,MDFR269628,N,Y,39.2583898,-77.4681532
PAST SALE,January-4-2019,Vacant Land,5760 Tuscarora Rd,Tuscarora,MD,21790,304000,,,ESTATES AT POTOMAC FARMS,,530561,,1066,,,Sold,,,https://www.redfin.com/MD/Tuscarora/5760-Tuscarora-Rd-21790/home/144839440,BRIGHT MLS,1004144353,N,Y,39.2594308,-77.466395
PAST SALE,October-22-2021,Vacant Land,Tuscarora Rd,Tuscarora,MD,21790,105000,,,Tuscarora,,43560,,44,,,Sold,,,https://www.redfin.com/MD/TUSCARORA/TUSCARORA-RD-21790/home/15249340,BRIGHT MLS,MDFR280952,N,Y,39.273725,-77.508325
PAST SALE,January-19-2021,Single Family Residential,4939 Tuscarora Rd,Tuscarora,MD,21790,457500,4,2.5,TUSCARORA,2182,130680,1969,320,210,,Sold,,,https://www.redfin.com/MD/Tuscarora/4939-Tuscarora-Rd-21790/home/15249572,BRIGHT MLS,MDFR269096,N,Y,39.271184,-77.4955884
PAST SALE,June-21-2019,Vacant Land,5759 Tuscarora Rd,Tuscarora,MD,21790,220500,,,ESTATES AT POTOMAC FARMS,,329314,,898,,,Sold,,,https://www.redfin.com/MD/Tuscarora/5759-Tuscarora-Rd-20842/home/144839758,BRIGHT MLS,1004144367,N,Y,39.2592947,-77.4644688
