SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,11500 Blan Avon Rd SW,Frostburg,MD,21532,17500,,,Frostburg,,15246,,163,,,Active,,,https://www.redfin.com/MD/Frostburg/11500-Blan-Avon-RD-SW-21532/home/175570215,BRIGHT MLS,MDAL2000108,N,Y,39.63611844,-78.95093119
PAST SALE,,Vacant Land,MIDLOTHIAN RD,MIDLOTHIAN,MD,21543,10000,,,,,1111216,,,,,,,,https://www.redfin.com/MD/MIDLOTHIAN/MIDLOTHIAN-RD-21543/home/15087216,,,N,Y,39.634538,-78.960574
PAST SALE,,Single Family Residential,20111 OLD MIDLOTHIAN RD SW,MIDLOTHIAN,MD,21543,175000,,1.5,,2064,25864,1978,,85,,,,,https://www.redfin.com/MD/MIDLOTHIAN/20111-OLD-MIDLOTHIAN-RD-SW-21543/home/14722437,,,N,Y,39.634683,-78.955001
PAST SALE,,Vacant Land,BLAEN AVON RD,FROSTBURG,MD,21532,15000,,,,,40946,,,,,,,,https://www.redfin.com/MD/FROSTBURG/BLAEN-AVON-RD-21532/home/15085887,,,N,Y,39.645837,-78.956174
PAST SALE,May-31-2019,Single Family Residential,19533 Shaft Rd,Midlothian,MD,21543,92500,3,2.0,MIDLOTHIAN,1384,19427,1990,919,67,,Sold,,,https://www.redfin.com/MD/MIDLOTHIAN/19533-SHAFT-Rd-21543/home/147937808,BRIGHT MLS,MDAL100106,N,Y,39.63421,-78.95038
PAST SALE,December-12-2018,Vacant Land,Lot 5 Blaen Avon Rd,Frostburg,MD,21532,20500,,,MIDLOTHIAN FILERS,,40946,,1089,,,Sold,,,https://www.redfin.com/MD/Frostburg/Lot-5-Blan-Avon-Rd-21532/home/148431535,BRIGHT MLS,1006019930,N,Y,39.64439576,-78.95598791
PAST SALE,July-16-2019,Single Family Residential,16001 Creek Edge Dr SW,Midlothian,MD,21543,130000,3,1.0,FROSTBURG,1435,43448,1956,873,91,,Sold,,,https://www.redfin.com/MD/Midlothian/16001-Creek-Edge-Dr-SW-21543/home/14722393,BRIGHT MLS,1009950948,N,Y,39.6351656,-78.9514731
PAST SALE,,Single Family Residential,11213 HILLSIDE DR SW,MIDLOTHIAN,MD,21543,90000,,1.0,,790,20807,1930,,114,,,,,https://www.redfin.com/MD/MIDLOTHIAN/11213-HILLSIDE-DR-SW-21543/home/14723129,,,N,Y,39.639555,-78.952808
PAST SALE,July-31-2020,Single Family Residential,20307 Pond Circle Rd SW,Midlothian,MD,21543,160900,4,3.0,MIDLOTHIAN,2351,29308,1980,492,68,,Sold,,,https://www.redfin.com/MD/Midlothian/20307-Pond-Circle-Rd-21543/home/14722365,BRIGHT MLS,MDAL134392,N,Y,39.635452,-78.957549
PAST SALE,October-5-2020,Single Family Residential,20411 Pond Circle Rd SW,Midlothian,MD,21543,192000,3,3.0,MIDLOTHIAN,2932,69696,1900,426,65,,Sold,,,https://www.redfin.com/MD/Midlothian/20411-Pond-Circle-Rd-21543/home/14722844,BRIGHT MLS,MDAL134102,N,Y,39.636,-78.958228
PAST SALE,June-10-2020,Mobile/Manufactured Home,11219 Hillside Dr SW,Midlothian,MD,21543,28000,3,2.0,Midlothian,924,26920,1999,543,30,,Sold,,,https://www.redfin.com/MD/MIDLOTHIAN/11219-HILLSIDE-DR-SW-21543/home/14722468,BRIGHT MLS,MDAL133404,N,Y,39.639379,-78.952722
PAST SALE,July-9-2020,Single Family Residential,11213 Hillside Dr,Midlothian,MD,21543,90000,2,1.0,MIDLOTHIAN,971,20807,1930,514,93,,Sold,,,https://www.redfin.com/MD/Midlothian/11213-Hillside-DR-21543/home/170668881,BRIGHT MLS,MDAL134154,N,Y,39.63972397,-78.95272559
PAST SALE,February-12-2021,Single Family Residential,12108 Emmettdale Ln,Midlothian,MD,21543,144000,3,2.0,PERCY,1860,10462,1963,296,77,,Sold,,,https://www.redfin.com/MD/Midlothian/12108-Emmettdale-LN-21543/home/172045895,BRIGHT MLS,MDAL134432,N,Y,39.63421,-78.95038
PAST SALE,October-9-2020,Single Family Residential,20111 Midlothian Rd,Midlothian,MD,21543,175000,3,2.5,MIDLOTHIAN,2064,25864,1978,422,85,,Sold,,,https://www.redfin.com/MD/Midlothian/20111-Midlothian-RD-21543/home/172598124,BRIGHT MLS,MDAL134752,N,Y,39.63467328,-78.95506323
PAST SALE,July-23-2021,Vacant Land,Blan Avon Rd,Frostburg,MD,21532,12000,,,MIDLOTHIAN FILERS,,30056,,135,,,Sold,,,https://www.redfin.com/MD/FROSTBURG/BLAN-AVON-RD-21532/home/14718861,BRIGHT MLS,1007379726,N,Y,39.645837,-78.956174
PAST SALE,,Single Family Residential,16005 CREEK EDGE DR SW,MIDLOTHIAN,MD,21543,68700,,1.0,,1265,6432,1981,,54,,,,,https://www.redfin.com/MD/MIDLOTHIAN/16005-CREEK-EDGE-DR-SW-21543/home/14722215,,,N,Y,39.634659,-78.951454
PAST SALE,,Vacant Land,BLAEN AVON RD,FROSTBURG,MD,21532,12000,,,,,30056,,,,,,,,https://www.redfin.com/MD/FROSTBURG/BLAEN-AVON-RD-21532/home/15085888,,,N,Y,39.645837,-78.956174
PAST SALE,July-12-2019,Single Family Residential,16001 Autumn View Lane Rd SW,Midlothian,MD,21543,85000,2,2.0,MIDLOTHIAN,1068,11875,1957,877,80,,Sold,,,https://www.redfin.com/MD/Midlothian/16001-Autumn-View-Ln-21543/home/14723131,BRIGHT MLS,MDAL131700,N,Y,39.635895,-78.9522609
