SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-12-2019,Single Family Residential,1694 Lambert Ct,Culpeper,VA,22701,340000,5,3.5,MEADOWS OF CULPEPER,4096,9583,2005,877,83,35,Sold,,,https://www.redfin.com/VA/Culpeper/1694-Lambert-Ct-22701/home/15500312,BRIGHT MLS,VACU138486,N,Y,38.4882564,-77.9837909
PAST SALE,September-30-2021,Single Family Residential,1811 Broad St,Culpeper,VA,22701,235000,3,1.0,COVINGTON ADDITION,980,15246,1974,66,240,,Sold,,,https://www.redfin.com/VA/Culpeper/1811-Broad-St-22701/home/15501532,BRIGHT MLS,VACU2000258,N,Y,38.4593507,-77.9932029
PAST SALE,October-29-2021,Single Family Residential,11131 Cherry Hill Rd,Culpeper,VA,22701,270000,3,1.0,Culpeper,2478,43560,1970,37,109,,Sold,,,https://www.redfin.com/VA/Culpeper/11131-Cherry-Hill-Rd-22701/home/15510511,BRIGHT MLS,VACU2001026,N,Y,38.5090208,-78.0428811
MLS Listing,,Single Family Residential,9242 Kirtley Trl,Culpeper,VA,22701,469000,4,3.5,KIRTLEY ESTATES,2738,54014,2010,1,171,,Active,,,https://www.redfin.com/VA/Culpeper/9242-Kirtley-Trl-22701/home/15503299,BRIGHT MLS,VACU2001466,N,Y,38.4346748,-78.0743974
MLS Listing,,Single Family Residential,14442 Bushong Ln,Culpeper,VA,22701,315000,3,2.0,BUSHONG,1344,39640,1993,1,234,,Active,,,https://www.redfin.com/VA/Culpeper/14442-Bushong-Ln-22701/home/15509151,BRIGHT MLS,VACU2001520,N,Y,38.500689,-78.04079
MLS Listing,,Single Family Residential,13353 Lake Ct,Culpeper,VA,22701,384900,4,2.0,RANDLE RIDGE ESTATES,2125,54014,1973,1,181,,Active,,,https://www.redfin.com/VA/Culpeper/13353-Lake-Ct-22701/home/15511410,BRIGHT MLS,VACU2001422,N,Y,38.5163617,-78.0199178
MLS Listing,,Single Family Residential,171 Duke St,Culpeper,VA,22701,360000,3,2.5,WILLOW SHADE,1950,5227,1999,2,185,52,Active,,,https://www.redfin.com/VA/Culpeper/171-Duke-St-22701/home/15503351,BRIGHT MLS,VACU2001474,N,Y,38.4924404,-77.9905712
MLS Listing,,Townhouse,816 Fairview Village Ct #20,Culpeper,VA,22701,247900,3,3.5,FAIRVIEW VILLAGE,1908,,2005,2,130,155,Active,,,https://www.redfin.com/VA/Culpeper/816-Fairview-Village-Ct-22701/unit-20/home/81889299,BRIGHT MLS,VACU2001366,N,Y,38.4793733,-78.0070634
MLS Listing,,Single Family Residential,15314 Pulliam Ln,Culpeper,VA,22701,349000,3,2.0,PULLIAM,1456,125845,2018,4,240,,Active,,,https://www.redfin.com/VA/Culpeper/15314-Pulliam-Ln-22701/home/143939500,BRIGHT MLS,VACU2001432,N,Y,38.4903486,-78.0274755
MLS Listing,,Vacant Land,16120 Brandy Rd,Culpeper,VA,22701,299900,,,Culpeper,,130680,,4,,,Active,,,https://www.redfin.com/VA/Culpeper/16120-Brandy-Rd-22701/home/170936362,BRIGHT MLS,VACU2001452,N,Y,38.4849166,-77.95598
MLS Listing,,Single Family Residential,1801 Magnolia Cir,Culpeper,VA,22701,430000,4,3.5,MAGNOLIA GREEN,2976,6970,2012,5,144,48,Active,,,https://www.redfin.com/VA/Culpeper/1801-Magnolia-Cir-22701/home/15499628,BRIGHT MLS,VACU2001368,N,Y,38.4539611,-77.9970834
MLS Listing,,Single Family Residential,9023 Kirtley Trl,Culpeper,VA,22701,349000,3,2.0,Culpeper,1494,188615,1938,5,234,,Active,,,https://www.redfin.com/VA/Culpeper/9023-Kirtley-Trl-22701/home/15507560,BRIGHT MLS,VACU2001428,N,Y,38.4376419,-78.079683
