SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,584 Teaberry Ridge Rd,Capon Bridge,WV,26711,190000,3,2.0,CAPON BRIDGE RESORT,1512,95396,2006,3,126,10,Active,,,https://www.redfin.com/WV/Capon-Bridge/584-Teaberry-Ridge-Rd-26711/home/21955970,BRIGHT MLS,WVHS2000842,N,Y,39.3316553,-78.4338718
MLS Listing,,Single Family Residential,523 Quaker Lake Trl,Capon Bridge,WV,26711,285000,3,3.0,QUAKER LAKE SUBDIVISION,2298,121750,2008,6,124,42,Active,,,https://www.redfin.com/WV/Capon-Bridge/523-Quaker-Lake-Trl-26711/home/21955491,BRIGHT MLS,WVHS2000836,N,Y,39.2588706,-78.5053154
MLS Listing,,Single Family Residential,230 Carpenter Hill Rd,Capon Bridge,WV,26711,850000,3,3.0,Capon Bridge,2800,2800036,1991,8,304,,Active,,,https://www.redfin.com/WV/Capon-Bridge/230-Carpenter-Hill-Rd-26711/home/15903315,BRIGHT MLS,WVHS2000834,N,Y,39.311004,-78.39122
MLS Listing,,Single Family Residential,1457 Sirbaugh Rd,Capon Bridge,WV,26711,249900,4,3.0,FISHER TRACT,1944,108900,1976,17,129,,Active,,,https://www.redfin.com/WV/Capon-Bridge/1457-Sirbaugh-Rd-26711/home/15899221,BRIGHT MLS,WVHS2000818,N,Y,39.2747734,-78.4143316
MLS Listing,,Vacant Land,LOT 24 Hoover Young Dr,Capon Bridge,WV,26711,22900,,,WHITE CLIFFS,,169884,,37,,,Active,,,https://www.redfin.com/WV/Unknown/LOT-24-Hoover-Young-Dr-26711/home/176996889,BRIGHT MLS,WVHS2000730,N,Y,39.298,-78.4353
MLS Listing,,Vacant Land,Lot 2 Old Ml,Capon Bridge,WV,26711,37500,,,Capon Bridge,,217800,,61,,,Active,,,https://www.redfin.com/WV/Capon-Bridge/Lot-2-Old-Mill-Rd-26711/home/176647545,BRIGHT MLS,WVHS2000662,N,Y,39.26849317,-78.47380541
MLS Listing,,Vacant Land,Pasture Lane Lot 15,Capon Bridge,WV,26711,42500,,,MOHR'S LANDING,,117176,,61,,13,Active,,,https://www.redfin.com/WV/Capon-Bridge/15-Pasture-Ln-26711/home/147810588,BRIGHT MLS,WVHS2000005,N,Y,39.3151179,-78.3708773
MLS Listing,,Vacant Land,Pasture Lane Lot 26,Capon Bridge,WV,26711,40000,,,MOHR'S LANDING,,87555,,61,,13,Active,,,https://www.redfin.com/WV/Capon-Bridge/26-Pasture-Ln-26711/home/147814179,BRIGHT MLS,WVHS2000003,N,Y,39.3163421,-78.369442
MLS Listing,,Vacant Land,Alkire Ct,Capon Bridge,WV,26711,59900,,,Capon Bridge,,30056,,72,,,Active,,,https://www.redfin.com/WV/CAPON-BRIDGE/ALKIRE-CT-26711/home/15900072,BRIGHT MLS,WVHS2000606,N,Y,39.296807,-78.427027
MLS Listing,,Vacant Land,Rt 50/ North Riv,Capon Bridge,WV,26711,75000,,,Capon Bridge,,333669,,120,,,Active,,,https://www.redfin.com/WV/Capon-Bridge/3236-Northwestern-Tpke-26711/home/145772028,BRIGHT MLS,WVHS2000348,N,Y,39.2993605,-78.436981
