SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3620 Karen Cir,Linkwood,MD,21835,29900,2,1.0,BEAVER NECK VILLAGE,,,1989,47,,455,Active,,,https://www.redfin.com/MD/Linkwood/3620-Karen-Cir-21835/home/176777769,BRIGHT MLS,MDDO2000075,N,Y,38.5449024,-75.9618663
MLS Listing,,Ranch,3601 Karen Cir,Linkwood,MD,21835,39900,2,2.0,BEAVER NECK VILLAGE,900,6500,1980,111,44,,Active,,,https://www.redfin.com/MD/Linkwood/3601-Karen-Cir-21835/home/176129845,BRIGHT MLS,MDDO2000512,N,Y,38.5445134,-75.9650003
MLS Listing,,Vacant Land,Hawkeye Rd,East New Market,MD,21631,150000,,,East New Market,,1176120,,143,,,Active,,,https://www.redfin.com/MD/EAST-NEW-MARKET/HAWKEYE-RD-21631/home/15177203,BRIGHT MLS,MDDO2000188,N,Y,38.553807,-75.918051
PAST SALE,,Mobile/Manufactured Home,5316 Beaver Neck Village Rd,Linkwood,MD,21835,229900,,2.0,,2016,67954,2006,,114,,,,,https://www.redfin.com/MD/Linkwood/5316-Beaver-Neck-Village-Rd-21835/home/14739147,,,N,Y,38.54997,-75.9652629
PAST SALE,,Single Family Residential,4077 Hawkeye Rd,East New Market,MD,21631,125000,,2.0,,1558,130680,1980,,80,,,,,https://www.redfin.com/MD/East-New-Market/4077-Hawkeye-Rd-21631/home/14739288,,,N,Y,38.558821,-75.9209489
PAST SALE,February-15-2019,Single Family Residential,3705 Ocean Gtwy,Linkwood,MD,21835,110000,3,2.5,Linkwood,,47916,2008,1024,,,Sold,,,https://www.redfin.com/MD/Linkwood/3705-Ocean-Gtwy-21835/home/14738812,BRIGHT MLS,1010012766,N,Y,38.551025,-75.962829
PAST SALE,,Single Family Residential,5315 Linkwood Rd,Linkwood,MD,21835,160000,,2.0,,1344,236966,1976,,119,,,,,https://www.redfin.com/MD/Linkwood/5315-Linkwood-Rd-21835/home/14738635,,,N,Y,38.548661,-75.936306
PAST SALE,August-13-2021,Vacant Land,Percy May Rd,Linkwood,MD,21835,140000,,,Linkwood,,1863497,,114,,,Sold,,,https://www.redfin.com/MD/LINKWOOD/PERCY-MAY-RD-21835/home/15175961,BRIGHT MLS,MDDO2000214,N,Y,38.519076,-75.941519
PAST SALE,December-4-2020,Single Family Residential,5316 Beaver Neck Village Rd,Cambridge,MD,21613,229900,3,2.0,Cambridge,2015,67954,2006,366,114,,Sold,,,https://www.redfin.com/MD/Cambridge/5316-Beaver-Neck-Village-RD-21613/home/171748092,BRIGHT MLS,MDDO126010,N,Y,38.5500226,-75.96463444
PAST SALE,May-28-2021,Single Family Residential,5315 Linkwood-enm Rd,Linkwood,MD,21835,160000,3,1.0,Linkwood,1344,236966,1976,191,119,,Sold,,,https://www.redfin.com/MD/Linkwood/5315-Linkwood-enm-RD-21835/home/175191632,BRIGHT MLS,MDDO127486,N,Y,38.54909,-75.93604
PAST SALE,October-26-2021,Single Family Residential,5230 Beaver Neck Village Rd,Cambridge,MD,21613,285000,3,2.0,LINKWOOD,1450,54492,1967,40,197,,Sold,,,https://www.redfin.com/MD/CAMBRIDGE/5230-BEAVER-NECK-VILLAGE-RD-21613/home/14728327,BRIGHT MLS,MDDO127136,N,Y,38.542271,-75.965921
PAST SALE,,Single Family Residential,5241 Beaver Neck Village Rd,Linkwood,MD,21835,224609,,3.0,,2292,438214,1993,,98,,,,,https://www.redfin.com/MD/Linkwood/5241-Beaver-Neck-Village-Rd-21835/home/15176307,,,N,Y,38.543213,-75.960474
PAST SALE,February-23-2021,Vacant Land,5325 Beaver Neck Village Rd,Linkwood,MD,21835,22500,,,LINKWOOD,,30056,,285,,,Sold,,,https://www.redfin.com/MD/Linkwood/5325-Beaver-Neck-Village-Rd-21835/home/15176490,BRIGHT MLS,1001471748,N,Y,38.551297,-75.9637939
PAST SALE,November-18-2021,Single Family Residential,3618 Karen Cir,Linkwood,MD,21835,60000,2,2.0,Beaver Run,1100,,1989,17,55,,Sold,,,https://www.redfin.com/MD/Linkwood/3618-Karen-Cir-21835/home/176658649,BRIGHT MLS,MDDO2000017,N,Y,38.5449667,-75.9621203
