SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,325 Hillcrest Dr,Wilkesboro,NC,28697,199900,3,2.0,Forest Hills,,,1950,2,,,Active,,,https://www.redfin.com/NC/Wilkesboro/325-Hillcrest-Dr-28697/home/65107541,Triad MLS,1051284,N,Y,36.1477894,-81.1407429
MLS Listing,,Single Family Residential,TBD Brushy Mountain Rd,Wilkesboro,NC,28697,138700,,,Wilkesboro,,,,2,,,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Brushy-Mountain-Rd-Unknown/home/174750987,Triad MLS,1051011,N,Y,36.111208,-81.130416
MLS Listing,,Single Family Residential,2175 Hawthorne Ln,Wilkesboro,NC,28697,419900,3,3.0,Woodfield Estates,,,1988,16,,500,Active,,,https://www.redfin.com/NC/Wilkesboro/2175-Hawthorne-Ln-28697/home/65108856,Triad MLS,1050141,N,Y,36.123202,-81.158424
MLS Listing,,Vacant Land,000 N Minton Rd,Millers Creek,NC,28651,150000,,,Millers Creek,,348480,,16,,,Active,,,https://www.redfin.com/NC/Millers-Creek/1090-N-Minton-Rd-28651/home/65098570,CANOPYMLS,3807057,N,Y,36.1611984,-81.2618439
MLS Listing,,Vacant Land,Lot 1 & 2 Grace Dr,Wilkesboro,NC,28697,40000,,,Grace Point Estates,,,,24,,150,Active,,,https://www.redfin.com/NC/Unknown/Lot-1-2-Grace-Dr-28697/home/177163625,Triad MLS,1049213,N,Y,36.115526,-81.259353
MLS Listing,,Single Family Residential,248 S Recreation Rd,Wilkesboro,NC,28697,229000,1,2.5,,,,1981,27,,,Active,,,https://www.redfin.com/NC/Wilkesboro/248-S-Recreation-Rd-28697/home/177147904,Triad MLS,1048653,N,Y,36.13801,-81.2870925
MLS Listing,,Vacant Land,7101 Us Highway 421 W,Wilkesboro,NC,28697,889000,,,Wilkesboro,,,,27,,,Active,,,https://www.redfin.com/NC/Wilkesboro/7101-US-421-28697/home/65097856,Triad MLS,1048695,N,Y,36.1395928,-81.2930185
MLS Listing,,Single Family Residential,1338 S Minton Rd,Wilkesboro,NC,28697,279900,2,2.5,,,,1973,34,,,Active,,,https://www.redfin.com/NC/Wilkesboro/1338-S-Minton-Rd-28697/home/65095638,Triad MLS,1048056,N,Y,36.1335967,-81.2631214
MLS Listing,,Vacant Land,0 Ancient Oaks Dr,Wilkesboro,NC,28697,1399000,,,Wilkesboro,,,,34,,,Active,,,https://www.redfin.com/NC/Wilkesboro/118-Ancient-Oaks-Dr-28697/home/65110051,Triad MLS,1048062,N,Y,36.1251276,-81.1145595
MLS Listing,,Single Family Residential,280 Fieldstone Dr,Wilkesboro,NC,28697,49500,,,Fieldstone Estates,,,,37,,73,Active,,,https://www.redfin.com/NC/Wilkesboro/280-Fieldstone-DR-Unknown/home/173267528,Triad MLS,1047816,N,Y,36.124655,-81.173884
MLS Listing,,Single Family Residential,356 Fieldstone Dr,Wilkesboro,NC,28697,49500,,,Fieldstone Estates,,,,37,,73,Active,,,https://www.redfin.com/NC/Wilkesboro/356-Fieldstone-DR-Unknown/home/173267650,Triad MLS,1047823,N,Y,36.124822,-81.175192
MLS Listing,,Single Family Residential,258 Fieldstone Dr Unit Fieldstone,Wilkesboro,NC,28697,49500,,,Fieldstone Estates,,,,37,,73,Active,,,https://www.redfin.com/NC/Wilkesboro/258-Fieldstone-DR-Unknown/unit-Fieldstone/home/173267531,Triad MLS,1047809,N,Y,36.124779,-81.173549
MLS Listing,,Single Family Residential,00 Fieldstone Dr Unit Fieldstone,Wilkesboro,NC,28697,57500,,,Fieldstone Estates,,,,37,,73,Active,,,https://www.redfin.com/NC/Wilkesboro/Fieldstone-DR-Unknown/unit-Fieldstone/home/176997844,Triad MLS,1047818,N,Y,36.124822,-81.174881
MLS Listing,,Single Family Residential,TBD Fieldstone Dr,Wilkesboro,NC,28697,49500,,,Fieldstone Estates,,,,37,,73,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Fieldstone-DR-Unknown/home/171820075,Triad MLS,1047799,N,Y,36.12833,-81.170717
MLS Listing,,Single Family Residential,TBD Fieldstone Dr Unit Fieldstone,Wilkesboro,NC,28697,49500,,,Fieldstone Estates,,,,37,,73,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Fieldstone-DR-Unknown/unit-Fieldstone/home/173267530,Triad MLS,1047807,N,Y,36.123948,-81.173095
MLS Listing,,Single Family Residential,245 Little Berry Ln,Wilkesboro,NC,28697,289000,3,3.0,Berry Mountain Estates,2368,43560,1981,38,122,,Active,,,https://www.redfin.com/NC/Wilkesboro/245-Little-Berry-Ln-28697/home/65087765,CANOPYMLS,3795412,N,Y,36.1248099,-81.21808
MLS Listing,,Single Family Residential,300 Timbertrail Rd,Wilkesboro,NC,28697,78500,,,Wilkesboro,,,,41,,,Active,,,https://www.redfin.com/NC/Wilkesboro/300-Timbertrail-Rd-28697/home/173836046,Triad MLS,1046958,N,Y,36.1079182,-81.1285033
MLS Listing,,Vacant Land,TBD-Lot 4 Country Club Rd,Wilkesboro,NC,28697,89000,,,Wilkesboro,,153331,,48,,,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Lot-4-Country-Club-RD-28696/home/176755631,CANOPYMLS,3797464,N,Y,36.11237,-81.136678
MLS Listing,,Single Family Residential,440 Shady Ln,Wilkesboro,NC,28697,525000,4,3.5,Forest Hills,,,1960,62,,,Active,,,https://www.redfin.com/NC/Wilkesboro/440-Shady-Ln-28697/home/65086742,Triad MLS,1044880,N,Y,36.1452815,-81.1385655
MLS Listing,,Single Family Residential,Lots 14 & 15 Lakepoint Dr,Wilkesboro,NC,28697,55000,,,Wilkesboro,,,,69,,49,Active,,,https://www.redfin.com/NC/Boomer/Lots-14-15-Lakepoint-Dr-28697/home/175102152,Triad MLS,1043993,N,Y,36.114308,-81.274818
MLS Listing,,Single Family Residential,110 E Cowles St,Wilkesboro,NC,28697,468000,2,2.5,,,,1958,75,,,Active,,,https://www.redfin.com/NC/Wilkesboro/110-E-Cowles-St-28697/home/65086550,Triad MLS,1043325,N,Y,36.1499191,-81.152271
MLS Listing,,Single Family Residential,211 Wilkes St,Wilkesboro,NC,28697,199000,2,1.0,,,,1940,75,,,Active,,,https://www.redfin.com/NC/Wilkesboro/211-Wilkes-St-28697/home/65083709,Triad MLS,1043245,N,Y,36.1405872,-81.1651919
MLS Listing,,Single Family Residential,00 Nc Highway 16,Wilkesboro,NC,28697,70000,,,Wilkesboro,,,,76,,,Active,,,https://www.redfin.com/NC/Wilkesboro/1512-U-S-421-28697/home/176474783,Triad MLS,1043091,N,Y,36.150683,-81.1831563
MLS Listing,,Single Family Residential,TBD N Nc Highway 16,Wilkesboro,NC,28697,140000,,,Wilkesboro,,,,76,,,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-N-Carolina-Highway-16-Unknown/home/171820169,Triad MLS,1042903,N,Y,36.171031,-81.241091
MLS Listing,,Single Family Residential,467 Pads Rd,Wilkesboro,NC,28697,279000,5,3.5,,,,1936,79,,,Active,,,https://www.redfin.com/NC/Wilkesboro/467-Pads-Rd-28697/home/65081538,Triad MLS,1042706,N,Y,36.159869,-81.199538
MLS Listing,,Vacant Land,00 Kelly Hill Dr,Wilkesboro,NC,28697,34900,,,Wilkesboro,,,,83,,,Active,,,https://www.redfin.com/NC/Wilkesboro/Kelly-Hill-Rd-28697/home/176368230,Triad MLS,1040573,N,Y,36.12486,-81.164509
MLS Listing,,Single Family Residential,Lot 12 Oak Gables Dr,Wilkesboro,NC,28697,59900,,,Oak Gables,,,,93,,33,Active,,,https://www.redfin.com/NC/Wilkesboro/12-Oak-Gables-Dr-28697/home/170769652,Triad MLS,1041214,N,Y,36.1073662,-81.1480909
MLS Listing,,Single Family Residential,00 Fieldstone Dr,Wilkesboro,NC,28697,69900,,,Fieldstone Estates,,,,94,,,Active,,,https://www.redfin.com/NC/WILKESBORO/FIELDSTONE-DR-28697/home/65110369,Triad MLS,1041118,N,Y,36.121246,-81.179024
MLS Listing,,Single Family Residential,TBD Jim Caudill Rd,Wilkesboro,NC,28697,20000,,,Wilkesboro,,,,105,,,Active,,,https://www.redfin.com/NC/Boomer/TBD-Jim-Caudill-Rd-28697/home/174919168,Triad MLS,1039527,N,Y,36.104501,-81.270067
MLS Listing,,Single Family Residential,0000 Woodland Blvd,Wilkesboro,NC,28697,49500,,,Wilkesboro,,,,111,,,Active,,,https://www.redfin.com/NC/WILKESBORO/WOODLAND-BLVD-28697/home/65084309,Triad MLS,1038838,N,Y,36.14733,-81.166508
MLS Listing,,Vacant Land,Lot 9 Williams Farm Rd,Wilkesboro,NC,28697,84999,,,The Sanctuary At Williams Farm,,,,125,,,Active,,,https://www.redfin.com/NC/Boomer/Lot-9-Williams-Farm-Rd-28697/home/167154082,Triad MLS,1036686,N,Y,36.115024,-81.263215
MLS Listing,,Single Family Residential,TBD Nc Highway 268 W,Wilkesboro,NC,28697,15000,,,Wilkesboro,,,,129,,,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Nc-Highway-268-W-Unknown/home/175893811,Triad MLS,1036299,N,Y,36.128275,-81.218557
MLS Listing,,Single Family Residential,00 Ridge Ln,Wilkesboro,NC,28697,50000,,,Wilkesboro,,,,129,,,Active,,,https://www.redfin.com/NC/WILKESBORO/RIDGE-LN-28697/home/65096452,Triad MLS,1036266,N,Y,36.127062,-81.291542
MLS Listing,,Vacant Land,0 Goshen Ter,Wilkesboro,NC,28697,459000,,,Cedar Point,,,,135,,,Active,,,https://www.redfin.com/NC/Unknown/Goshen-Ter-28697/home/176191829,Triad MLS,1034533,N,Y,36.121964,-81.256853
MLS Listing,,Vacant Land,0 Forest Dr,Wilkesboro,NC,28697,45000,,,Country Club,,33105,,137,,,Active,,,https://www.redfin.com/NC/WILKESBORO/FOREST-DR-28697/home/65108586,CANOPYMLS,3765122,N,Y,36.117356,-81.152997
MLS Listing,,Single Family Residential,0000 Forest Dr,Wilkesboro,NC,28697,45000,,,Country Club Acres,,,,144,,,Active,,,https://www.redfin.com/NC/WILKESBORO/FOREST-DR-28697/home/65083648,Triad MLS,1033340,N,Y,36.120685,-81.153434
MLS Listing,,Single Family Residential,720 Woodland Blvd,Wilkesboro,NC,28697,299900,3,2.0,,,,1946,191,,,Active,,,https://www.redfin.com/NC/Wilkesboro/720-Woodland-Blvd-28697/home/65083831,Triad MLS,1026649,N,Y,36.146007,-81.168885
MLS Listing,,Single Family Residential,TBD Park Place Dr,Wilkesboro,NC,28697,69000,,,,,,,198,,194,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Park-Place-DR-28697/home/175169147,Triad MLS,1025774,N,Y,36.129298,-81.156773
MLS Listing,,Single Family Residential,Lot #18 Blue Mountain Dr,Wilkesboro,NC,28697,29900,,,Serenity Bay,,,,208,,25,Active,,,https://www.redfin.com/NC/Unknown/Lot-18-Blue-Mountain-Dr-28697/home/176969606,Triad MLS,1023380,N,Y,36.101731,-81.271695
MLS Listing,,Single Family Residential,Lot #9 Blue Mountain Dr,Wilkesboro,NC,28697,45000,,,Serenity Bay,,,,223,,42,Active,,,https://www.redfin.com/NC/Boomer/Lot-9-Blue-Mountain-Dr-28697/home/175009675,Triad MLS,1021356,N,Y,36.102134,-81.274012
MLS Listing,,Single Family Residential,0 Grace Dr,Wilkesboro,WV,26897,99900,,,Wilkesboro,,,,234,,150,Active,,,https://www.redfin.com/WV/Wilkesboro/0-Grace-DR-26897/home/174947665,Triad MLS,1020272,N,Y,36.116593,-81.260678
MLS Listing,,Single Family Residential,Lt 93 & 94 Skyland Dr,Wilkesboro,NC,28697,48000,,,Beacon Ridge,,,,248,,,Active,,,https://www.redfin.com/NC/Wilkesboro/Lt-93-94-Skyland-Dr-28697/home/174850745,Triad MLS,1018651,N,Y,36.132593,-81.183802
MLS Listing,,Vacant Land,TBD Edgewood Rd,Wilkesboro,NC,28697,49900,,,Wilkesboro,,,,258,,,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Edgewood-Rd-Unknown/home/176720050,Triad MLS,1017374,N,Y,36.133889,-81.139951
MLS Listing,,Single Family Residential,Lot #6 Skyland Lake Dr,Wilkesboro,NC,28697,29000,,,Serenity Bay,,,,262,,25,Active,,,https://www.redfin.com/NC/Wilkesboro/Lot-6-Skyland-Dr-28697/home/176969607,Triad MLS,1015924,N,Y,36.103162,-81.273009
MLS Listing,,Vacant Land,0 Old Nc Highway 268,Wilkesboro,NC,28697,299900,,,Wilkesboro,,,,278,,,Active,,,https://www.redfin.com/NC/Wilkesboro/Unknown-Unknown/home/174591472,Triad MLS,1014047,N,Y,36.134819,-81.218339
MLS Listing,,Vacant Land,Lot 1 Germantown Rd,Moravian Falls,NC,28654,12900,,,Creek Hill Estates,,,,284,,,Active,,,https://www.redfin.com/NC/Moravian-Falls/Lot-1-Germantown-Rd-Unknown/home/174502756,Triad MLS,1013530,N,Y,36.11367,-81.203953
MLS Listing,,Single Family Residential,0 Recreation Rd,Wilkesboro,NC,28697,15000,,,Wilkesboro,,,,362,,,Active,,,https://www.redfin.com/NC/Wilkesboro/155-Recreation-Rd-28697/home/173914479,Triad MLS,1005902,N,Y,36.1424349,-81.2868575
MLS Listing,,Vacant Land,TBD-1 Hollowview Dr,Wilkesboro,NC,28697,39000,,,Quail Hollow Estates,,69260,,447,,,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-1-Hollowview-Dr-28697/home/173089029,CANOPYMLS,3661954,N,Y,36.109876,-81.133325
MLS Listing,,Vacant Land,TBD Country Club Rd,Wilkesboro,NC,28697,299000,,,Wilkesboro,,672130,,459,,,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Country-Club-RD-28696/home/173031343,CANOPYMLS,3658397,N,Y,36.1130113176287,-81.135475382812
MLS Listing,,Vacant Land,TBD Us Highway 421 W,Wilkesboro,NC,28697,795000,,,,,,,520,,,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Us-Highway-421-W-Unknown/home/172366824,Triad MLS,984213,N,Y,36.150457,-81.249571
MLS Listing,,Vacant Land,Lot 10 Lakepoint Dr Unit Lakeshore,Wilkesboro,NC,28697,69900,,,Lakeshore Landing,,,,548,,195,Active,,,https://www.redfin.com/NC/Boomer/Lot-10-Lakepoint-Dr-28697/unit-Lakeshore/home/171999134,Triad MLS,980127,N,Y,36.114903,-81.276835
MLS Listing,,Single Family Residential,0 Payne Ave,Wilkesboro,NC,28697,14900,,,Berry Mountain Estates,,,,650,,,Active,,,https://www.redfin.com/NC/WILKESBORO/PAYNE-AVE-28697/home/65088081,Triad MLS,967252,N,Y,36.123517,-81.21416
MLS Listing,,Single Family Residential,9 Grace Dr,Wilkesboro,NC,28697,89500,,,Wilkesboro,,,,922,,17,Active,,,https://www.redfin.com/NC/Boomer/9-Grace-Dr-28697/home/166855183,Triad MLS,897037,N,Y,36.117179,-81.263603
MLS Listing,,Single Family Residential,00 Triple Cove Dr,Boomer,NC,28606,39900,,,Triple Cove Estates,,,,922,,50,Active,,,https://www.redfin.com/NC/Boomer/00-Triple-Cove-DR-28606/home/175301608,Triad MLS,918502,N,Y,36.109804,-81.269678
MLS Listing,,Single Family Residential,TBD Midlawn Dr,Wilkesboro,NC,28697,17500,,,Wilkesboro,,,,922,,,Active,,,https://www.redfin.com/NC/Reddies-River/TBD-Midlawn-Dr-28697/home/171819946,Triad MLS,915930,N,Y,36.166892,-81.225235
MLS Listing,,Single Family Residential,LT 13 Lakepoint Dr,Wilkesboro,NC,28697,29900,,,Lakeshore Landing,,,,922,,16,Active,,,https://www.redfin.com/NC/Boomer/LT-13-Lakepoint-Dr-28697/home/166858923,Triad MLS,929167,N,Y,36.114416,-81.275419
MLS Listing,,Single Family Residential,TBD Oak Gables Dr,Wilkesboro,NC,28697,35000,,,Oak Gables,,,,922,,40,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Oak-Gables-Dr-28697/home/171819951,Triad MLS,918464,N,Y,36.109081,-81.145866
MLS Listing,,Single Family Residential,000 Green Hill Rd,Wilkesboro,NC,28697,22000,,,Wilkesboro,,,,922,,,Active,,,https://www.redfin.com/NC/Wilkesboro/161-Green-Hill-Rd-28697/home/65109137,Triad MLS,922755,N,Y,36.149727,-81.1324239
MLS Listing,,Vacant Land,000 Buck Rd,Wilkesboro,NC,28697,189900,,,Wilkesboro,,,,922,,,Active,,,https://www.redfin.com/NC/WILKESBORO/BUCK-RD-28697/home/65097605,Triad MLS,932926,N,Y,36.151962,-81.221534
MLS Listing,,Vacant Land,000 Town N Country Dr,Wilkesboro,NC,28697,760000,,,Wilkesboro,,,,922,,,Active,,,https://www.redfin.com/NC/Wilkesboro/1092-N-Town-Country-Dr-28697/home/65109243,Triad MLS,932115,N,Y,36.0969937,-81.1520299
MLS Listing,,Single Family Residential,TBD Northfield Dr,Wilkesboro,NC,28697,35000,,,Oak Gables,,,,922,,40,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Northfield-Dr-28697/home/166858868,Triad MLS,918461,N,Y,36.109167,-81.145866
MLS Listing,,Single Family Residential,TBD Twelve Oaks Ln,Wilkesboro,NC,28697,37000,,,Oak Gables,,,,922,,40,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Twelve-Oaks-Ln-28697/home/166858824,Triad MLS,918411,N,Y,36.108678,-81.147578
MLS Listing,,Single Family Residential,00 Gable View Dr,Wilkesboro,NC,28697,35000,,,Oak Gables,,,,922,,40,Active,,,https://www.redfin.com/NC/Wilkesboro/00-Gable-View-DR-28697/home/166858766,Triad MLS,918551,N,Y,36.105159,-81.148058
MLS Listing,,Single Family Residential,TBD Forest Ridge Dr,Wilkesboro,NC,28697,35000,,,Oak Gables,,,,922,,40,Active,,,https://www.redfin.com/NC/Wilkesboro/TBD-Forest-Rdg-28697/home/166858765,Triad MLS,918546,N,Y,36.106085,-81.147268
MLS Listing,,Vacant Land,000 Country Club Rd,Wilkesboro,NC,28697,340000,,,Wilkesboro,,914760,,924,,,Active,,,https://www.redfin.com/NC/Wilkesboro/541-Clubhouse-Rd-28697/home/65086974,CANOPYMLS,3507651,N,Y,36.1149443,-81.1503014
MLS Listing,,Vacant Land,000 Town N Country Dr,Wilkesboro,NC,28697,760000,,,Wilkesboro,,1263240,,924,,,Active,,,https://www.redfin.com/NC/Wilkesboro/746-N-Town-Country-Dr-28697/home/65109865,CANOPYMLS,3507707,N,Y,36.102488,-81.153986
MLS Listing,,Vacant Land,0 Regal Oaks Dr,Wilkesboro,NC,28697,39000,,,Wilkesboro,,43560,,924,,,Active,,,https://www.redfin.com/NC/Wilkesboro/0-Regal-Oaks-DR-28697/home/170438510,CANOPYMLS,3420404,N,Y,36.105438,-81.151446
