MetroAreaID,Latitude ,Longitude
1001,52.2296756,-21.0122287
1006,37.54129,-77.434769
1007,33.748783,-84.388168
1004,35.884766,-78.625053
1000,38.8051,-77.047
1003,38.033554,-78.50798
1011,35.227085,-80.843124
1016,28.538336,-81.379234
1014,39.739071,-75.539787
,34.8959,-82.2172
1001,39.045753,-76.641273
1010,34.0007,-81.0348
1008,32.776566,-79.930923
1013,33.5076,-81.8604
