ProjectGroupID,AltProjectID,ProjectID,ElementName,Division,MetroAreaID,Latitude,Longitude,Address,city,State,state_fips,ZipCode,County,MetroAreaTitle,CountyName,county_fips,cbsa_code,cbsa_name,msa_name,ProductID,ProductDescription,Active,MinSquareFootage,MaxSquareFootage,MinBaseSalesPrice,MaxBaseSalesPrice,ProductTypeID,NumberBedrooms,NumberFullBaths,NumberHalfBaths,NumberGarageSpaces
CTF,CTF1,Cottages at The Falls TH,Cottages at The Falls TH (CTF1),Columbia,1010,34.181446,-80.905019,137 Falls Ride Lane,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001416,Lance,Y,1650,1650,207900.00,207900.00,4,3,2,1,2
CAR,CAR3,Carolina Acres SFD,Carolina Acres SFD (CAR3),Columbia,1010,33.870033,-81.210458,105 Belfast Way,Lexington,SC,45,29073,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001427,Hazelwood SLAB,Y,2025,2025,252900.00,256900.00,4,4,3,0,2
BFS,BFS3,Burnside Farms SFD,Burnside Farms SFD (BFS3),Columbia,1010,33.952038,-80.931322,117 Hay Meadow Lane,Columbia,SC,45,29209,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001418,Cade,Y,2046,2046,238900.00,241900.00,NULL,NULL,NULL,NULL,NULL
CTP,CTP2,Park at Fair Oaks 2o2,Park at Fair Oaks 2o2 (CTP2),Northern Virginia,1000,38.864415,-77.363472,4104 Legato Road,Fairfax,VA,51,22033,2,Northern Virginia,Fairfax,59,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001544,Julianne SLAB,Y,2345,2451,659990.00,663990.00,1,3,2,1,1
PM1,PM1,Potomac Shores TH,Potomac Shores TH (PM1),Northern Virginia,1000,38.564368,-77.269246,1831 River Heritage Blvd,Dumfries,VA,51,22026,9,Northern Virginia,Prince William,153,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001374,Maya,Y,2028,2356,520990.00,524990.00,2,3,2,1,2
HRD,HRD3,Harvest Ridge SFD,Harvest Ridge SFD (HRD3),Columbia,1010,34.178924,-80.774466,5 Harvest Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001423,Santee,Y,1295,1593,211900.00,214900.00,4,3,2,0,2
MIX,MIX1,Mixson Phase 8 TH,Mixson Phase 8 TH (MIX1),Charleston,1008,32.8750827,-79.9935297,1663 Indy Drive,North Charleston,SC,45,29405,31,Charleston,Charleston,19,16700,Charleston-North Charleston SC,Charleston-North Charleston SC MSA,001674,Stella (SLAB),Y,1554,1604,310900.00,322900.00,NULL,NULL,NULL,NULL,NULL
VCV,VCV3,The Villas at Covington SFD,The Villas at Covington SFD (VCV3),Charlotte,1011,35.023497,-80.863341,4529 Queens Garden Terrace,Indian Land,SC,45,29707,47,Charlotte,Lancaster,57,16740,Charlotte-Concord-Gastonia NC-SC,NULL,001455,Kimball,Y,1900,2224,366000.00,374000.00,4,2,2,0,2
BFS,BFS3,Burnside Farms SFD,Burnside Farms SFD (BFS3),Columbia,1010,33.952038,-80.931322,117 Hay Meadow Lane,Columbia,SC,45,29209,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001435,Shiloh,Y,3596,3596,281900.00,291900.00,4,4,3,0,2
BLW,BLW3,Barr Lake Willows SFD,Barr Lake Willows SFD (BLW3),Columbia,1010,33.961442,-81.261359,115 Mossback Trail,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001461,Arline,Y,2831,4208,344900.00,355900.00,4,4,2,1,2
TSF,TSF1,Townes at Sherrills Ford TH,Townes at Sherrills Ford TH (TSF1),Charlotte,1011,35.589713,-80.983004,3940 Townes Boulevard,Sherrills Ford,NC,37,28682,55,Charlotte,Catawba,35,25860,Hickory-Lenoir-Morganton NC,Hickory-Morganton-Lenoir NC MSA,001481,Peachtree,Y,1432,1458,249000.00,252000.00,2,3,2,1,1
EY,EYL3,Embrey Mill 4 SFD,Embrey Mill 4 SFD (EYL3),Northern Virginia,1000,38.4305,-77.4289,510 Sourwood Court,Stafford,VA,51,22554,11,Northern Virginia,Stafford,179,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,795,Durham BSMT,Y,2733,4377,597990.00,603990.00,4,4,2,1,2
GBB,GBA,Glenbrook Villas Phase I,Glenbrook Villas Phase I (GBA),Charlottesville,1003,38.0655,-78.6852,504 Crimson Street,Crozet,VA,51,22932,18,Charlottesville,Albemarle,3,16820,Charlottesville VA,Charlottesville VA MSA,E05,Marcella,Y,2299,3636,397400.00,406200.00,NULL,NULL,NULL,NULL,NULL
RDG,RDG3,The Ridge at Longview SFD,The Ridge at Longview SFD (RDG3),Columbia,1010,33.913455,-81.290165,204 Long Crest Road,Lexington,SC,45,29073,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001425,Everest,Y,1546,1833,240900.00,240900.00,4,2,2,0,2
RYS,RYS3,Rocky Springs SFD,Rocky Springs SFD (RYS3),Columbia,1010,33.995136,-81.340495,309 Prismatic Way,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001425,Everest,Y,1546,1833,237900.00,241900.00,4,2,2,0,2
TCV,TCV3,The Traditions at Covington SFD,The Traditions at Covington SFD (TCV3),Charlotte,1011,35.033053,-80.872506,8347 Sandstone Crest Lane,Indian Land,SC,45,29707,47,Charlotte,Lancaster,57,16740,Charlotte-Concord-Gastonia NC-SC,NULL,001459,Albright,Y,2150,3014,397000.00,415000.00,4,2,2,0,2
ASH,ASH2,Ashbrook Place 2o2,Ashbrook Place 2o2 (ASH2),Northern Virginia,1000,39.054844,-77.462364,Russell Branch Parkway and Ashbrook Place,Ashburn,VA,51,20147,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001544,Julianne SLAB,Y,2345,2451,609990.00,614390.00,1,3,2,1,1
HTR,HTR3,Honey Tree SFD,Honey Tree SFD (HTR3),Columbia,1010,33.98179,-80.881181,148 Honey Tree Road,Columbia,SC,45,29209,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001446,Everton,Y,1546,1833,208900.00,211269.00,4,2,2,0,2
LBP,LBP2,Liberty Park 2o2,Liberty Park 2o2 (LBP2),Northern Virginia,1000,38.953935,-77.416642,Dulles Technology Drive,Herndon,VA,51,20171,2,Northern Virginia,Fairfax,59,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001543,Tessa,Y,1573,1573,534990.00,543990.00,1,2,2,1,1
CTR,CTV3,The Villas at Cherokee Trail SFD,The Villas at Cherokee Trail SFD (CTV3),Columbia,1010,34.004661,-81.239475,108 Hiawassee Way,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001450,Stapleton,Y,1683,2603,268900.00,275900.00,4,2,2,0,2
473,473,Oldfield Plantation SFD,Oldfield Plantation SFD (473),Charleston,1008,32.342205,-80.916079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U44,Moreland,Y,2525,2525,682900.00,692900.00,NULL,NULL,NULL,NULL,NULL
HTG,HTG3,Heritage SFD,Heritage SFD (HTG3),Charlotte,1011,35.026513,-80.667104,1026 Heritage Pointe,Indian Trail,NC,37,28079,45,Charlotte,Union,179,16740,Charlotte-Concord-Gastonia NC-SC,Charlotte-Gastonia-Rock Hill NC-SC MSA,001453,Holland,Y,1857,2168,403000.00,405500.00,4,2,2,0,2
HTR,HTR3,Honey Tree SFD,Honey Tree SFD (HTR3),Columbia,1010,33.98179,-80.881181,148 Honey Tree Road,Columbia,SC,45,29209,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001445,Dorchester,Y,1437,1437,190900.00,200900.00,4,3,2,1,1
473,473,Oldfield Plantation SFD,Oldfield Plantation SFD (473),Charleston,1008,32.342205,-80.916079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,001665,Tidalview Slab,Y,3080,3245,730900.00,730900.00,NULL,NULL,NULL,NULL,NULL
TLO,TL,Tall Oaks Flats,Tall Oaks Flats (TL),Northern Virginia,1000,38.959184,-77.332334,1610 Bandit Loop,Reston,VA,51,20190,2,Northern Virginia,Fairfax,59,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001236,Audubon,Y,1344,0,545990.00,545990.00,1,2,2,0,NULL
SCK,SCK3,Sage Creek SFD,Sage Creek SFD (SCK3),Aiken/Augusta,1013,33.593076,-81.824541,1182 Sapphire Drive,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001431,Brantley,Y,2829,2876,265900.00,279900.00,4,3,2,1,2
VMT,VMT3,The Village at Mt. Vintage SFD,The Village at Mt. Vintage SFD (VMT3),Aiken/Augusta,1013,33.678327,-81.966967,235 Mount Vintage Plantation Drive,North Augusta,SC,45,29860,38,Aiken/North Augusta,Edgefield,37,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001452,Woodlawn,Y,1857,3050,313900.00,324900.00,4,2,2,0,2
CTR,CTV3,The Villas at Cherokee Trail SFD,The Villas at Cherokee Trail SFD (CTV3),Columbia,1010,34.004661,-81.239475,108 Hiawassee Way,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001452,Woodlawn,Y,1857,3050,279900.00,292900.00,4,2,2,0,2
473,473,Oldfield Plantation SFD,Oldfield Plantation SFD (473),Charleston,1008,32.342205,-80.916079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U76,Riverside,Y,2711,2711,714900.00,719900.00,NULL,NULL,NULL,NULL,NULL
WW,WZ,Wildewood - Evergreen Park,Wildewood - Evergreen Park (WZ),Maryland,1001,38.3004,-76.5499,44300 Azalea Way,California,MD,24,20619,16,Maryland,St. Mary’s,37,15680,California-Lexington Park MD,NULL,267,Hartland SLAB,Y,2118,2147,327990.00,327990.00,2,3,2,1,1
DH,DH,Woodhall,Woodhall (DH),Raleigh,1004,35.7945,-78.9401,165 Ferrell Rd W,Apex,NC,37,27523,24,Raleigh/Durham,Chatham,37,20500,Durham-Chapel Hill NC,Raleigh-Durham-Chapel Hill NC MSA,A06,Buchanan II CRWL,Y,1689,2797,478990.00,488990.00,4,3,2,0,2
HST,HST3,Holliston SFD,Holliston SFD (HST3),Greenville/Spartanburg,1012,34.725073,-82.222818,6 Ashborne Lane,Simpsonville,SC,45,29681,41,Greenville/Spartanburg,Greenville,45,24860,Greenville-Anderson SC,Greenville-Spartanburg-Anderson SC MSA,001414,Tilbury,Y,1296,1296,241900.00,243900.00,4,3,2,0,2
PLH,PLH,Poland Hill SFD,Poland Hill SFD (PLH),Northern Virginia,1000,38.907833,-77.496722,25588 Poland Rd,Chantilly,VA,51,20152,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001372,Wayne,Y,2907,4375,860990.00,871990.00,4,3,2,1,2
WDB,WDB,Woodborne Preserve,Woodborne Preserve (WDB),Northern Virginia,1000,38.7972531,-77.6523484,James Madison Highway and Thoroughfare Road,Gainesville,VA,51,20155,9,Northern Virginia,Prince William,153,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,A90,Russell,Y,3860,6787,927490.00,953490.00,4,4,3,1,2
TLO,TL2,Tall Oaks 2o2,Tall Oaks 2o2 (TL2),Northern Virginia,1000,38.959184,-77.332334,1610 Bandit Loop,Reston,VA,51,20190,2,Northern Virginia,Fairfax,59,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001192,Kellan,Y,2677,0,719990.00,722990.00,1,3,2,1,1
