ProjectGroupID,AltProjectID,ProjectID,ElementName,Division,MetroAreaID,Latitude,Longitude,Address,city,State,state_fips,ZipCode,County,MetroAreaTitle,CountyName,county_fips,cbsa_code,cbsa_name,msa_name,ProductID,ProductDescription,Active,MinSquareFootage,MaxSquareFootage,MinBaseSalesPrice,MaxBaseSalesPrice,ProductTypeID,NumberBedrooms,NumberFullBaths,NumberHalfBaths,NumberGarageSpaces
MST,721,Main Street Townes at Lilburn TH,Main Street Townes at Lilburn TH (721),Atlanta,1007,33.891702,-84.140783,346 Main St NW,Lilburn,GA,13,30047,29,Atlanta,Gwinnett,135,12060,Atlanta-Sandy Springs-Alpharetta GA,Atlanta GA MSA,001562,Dupree,Y,2113,2191,385900.00,393500.00,NULL,NULL,NULL,NULL,NULL
LD,LD,West Broad Landing 2o2,West Broad Landing 2o2 (LD),Richmond,1006,37.6162,-77.5210,"2636 Lassen Walk, Unit A",Henrico,VA,51,23294,20,Richmond,Henrico,87,40060,Richmond VA,Richmond-Petersburg VA MSA,279,Paxton,Y,2452,2855,354990.00,355790.00,1,3,2,1,1
SCK,SCK3,Sage Creek SFD,Sage Creek SFD (SCK3),Aiken/Augusta,1013,33.593076,-81.824541,1182 Sapphire Drive,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001420,Barlow,Y,2273,2306,236900.00,244900.00,4,3,2,1,2
VST,VST3,Vancouver Station at Trolley Run SFD,Vancouver Station at Trolley Run SFD (VST3),Aiken/Augusta,1013,33.582816,-81.77637,507 Burnaby Court,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001423,Santee,Y,1295,1593,210900.00,213900.00,4,3,2,0,2
VST,VST3,Vancouver Station at Trolley Run SFD,Vancouver Station at Trolley Run SFD (VST3),Aiken/Augusta,1013,33.582816,-81.77637,507 Burnaby Court,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001421,Summerton,Y,2386,2386,244900.00,250900.00,4,3,2,1,0
SUM,663,Sumner Village SFD,Sumner Village SFD (663),Charleston,1008,32.8984,-79.9979,1414 Sumner Avenue,North Charleston,SC,45,29406,31,Charleston,Charleston,19,16700,Charleston-North Charleston SC,Charleston-North Charleston SC MSA,u14,Buist SLAB,Y,1678,1700,284900.00,294900.00,NULL,NULL,NULL,NULL,NULL
WDB,WDB,Woodborne Preserve,Woodborne Preserve (WDB),Northern Virginia,1000,38.7972531,-77.6523484,James Madison Highway and Thoroughfare Road,Gainesville,VA,51,20155,9,Northern Virginia,Prince William,153,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,A35,Kasey BSMT,Y,3342,6648,877490.00,892490.00,4,4,3,1,2
CRD,CSP3,Clairbourne Springs SFD,Clairbourne Springs SFD (CSP3),Aiken/Augusta,1013,33.5237447,-81.8765853,6078 Whirlaway Road,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001421,Summerton,Y,2386,2386,243900.00,249900.00,4,3,2,1,2
SOD,SOD3,Summer Orchard SFD,Summer Orchard SFD (SOD3),Columbia,1010,33.917912,-81.328175,Summer Orchard Drive,Lexington,SC,45,29072,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001421,Summerton,Y,2386,2386,239900.00,243900.00,NULL,NULL,NULL,NULL,NULL
EY,EYM3,Embrey Mill 2 SFD,Embrey Mill 2 SFD (EYM3),Northern Virginia,1000,38.4305,-77.4289,510 Sourwood Court,Stafford,VA,51,22554,11,Northern Virginia,Stafford,179,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,785,Middleton,Y,3301,5757,637990.00,643990.00,4,4,2,1,2
RCP,783,Riverside H2 SFD,Riverside H2 SFD (783),Charleston,1008,32.900786,-79.749520,1835 Bolden Drive,Mount Pleasant,SC,45,29466,31,Charleston,Charleston,19,16700,Charleston-North Charleston SC,Charleston-North Charleston SC MSA,U76,Riverside,Y,2711,2711,987900.00,993900.00,4,4,3,1,2
VST,VST3,Vancouver Station at Trolley Run SFD,Vancouver Station at Trolley Run SFD (VST3),Aiken/Augusta,1013,33.582816,-81.77637,507 Burnaby Court,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001427,Hazelwood SLAB,Y,2025,2025,248900.00,256900.00,4,4,3,0,2
ASH,ASH2,Ashbrook Place 2o2,Ashbrook Place 2o2 (ASH2),Northern Virginia,1000,39.054844,-77.462364,Russell Branch Parkway and Ashbrook Place,Ashburn,VA,51,20147,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001543,Tessa,Y,1573,1573,529990.00,534190.00,1,2,2,1,1
15,15,Southern Region Customs,Southern Region Customs (15),Charlottesville,1003,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,460,Travis,Y,2712,6224,418600.00,418600.00,NULL,NULL,NULL,NULL,NULL
AHE,AHE3,Abney Hills Estates SFD,Abney Hills Estates SFD (AHE3),Columbia,1010,34.187516,-81.014363,536 Maple Valley Loop,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001471,Winchester,Y,2893,3569,338900.00,348900.00,4,4,3,0,2
TER,TER3,The Terrace at Longview SFD,The Terrace at Longview SFD (TER3),Columbia,1010,33.913455,-81.290165,204 Long Crest Road,Lexington,SC,45,29073,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001473,Dillon,Y,3484,3838,345900.00,352900.00,4,5,4,0,3
BUM,BUM1,Waverly Ph 1 TH,Waverly Ph 1 TH (BUM1),Atlanta,1007,34.1000,-84.5820,6347 Bells Ferry Road,Acworth,GA,13,30102,28,Atlanta,Cherokee,57,12060,Atlanta-Sandy Springs-Alpharetta GA,Atlanta GA MSA,001101,Colman DRUN,Y,2113,2199,347500.00,352500.00,2,3,2,2,2
MRT,MR,Marlboro Riding,Marlboro Riding (MR),Maryland,1001,38.8208,-76.7835,4801 Dunsmore Terrace,Upper Marlboro,MD,24,20772,15,Maryland,Prince George’s,33,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,A36,Breckenridge BSMT,Y,3384,6676,666990.00,669990.00,4,4,3,1,2
47,47,Oldfield Plantation,Oldfield Plantation (47),Charleston,1008,32.342205,-80.916079,201 Great Heron Court,Bluffton,SC,45,29909,33,Charleston,Beaufort,13,25940,Hilton Head Island-Bluffton SC,NULL,U76,Riverside,Y,2711,2711,699900.00,704900.00,4,4,3,1,2
SPH,SPV,Spring Hill Village Villas,Spring Hill Village Villas (SPV),Charlottesville,1003,37.9871831,-78.5074706,4200 Dauphin Drive,Charlottesville,VA,51,22902,18,Charlottesville,Albemarle,3,16820,Charlottesville VA,Charlottesville VA MSA,E05,Marcella,Y,2299,3636,442900.00,451700.00,6,3,2,1,2
CRW,CRW3,Club Ridge at Woodcreek SFD,Club Ridge at Woodcreek SFD (CRW3),Columbia,1010,34.122649,-80.81733,Club Ridge Rd,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001454,Winston,Y,1899,2839,276900.00,286900.00,4,2,2,0,2
KRD,KRD3,Kelsney Ridge SFD,Kelsney Ridge SFD (KRD3),Columbia,1010,34.144558,-80.802329,Kelsney Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001462,Shandon,Y,2935,4785,316900.00,328900.00,4,4,3,0,2
TO,TO,Twelve Oaks,Twelve Oaks (TO),Raleigh,1004,35.6782,-78.8709,104 Sage Oak Lane,Holly Springs,NC,37,27540,22,Raleigh/Durham,Wake,183,39580,Raleigh-Cary NC,Raleigh-Durham-Chapel Hill NC MSA,001302,Graham SLAB,Y,2145,2556,481990.00,486990.00,4,3,2,1,2
61,61,Magnolia Walk,Magnolia Walk (61),Atlanta,1007,34.139541,-84.249347,6005 Stella Drive,Alpharetta,GA,13,30004,30,Atlanta,Forsyth,117,12060,Atlanta-Sandy Springs-Alpharetta GA,Atlanta GA MSA,001251,Reid,Y,2325,2325,423900.00,465900.00,2,3,2,1,2
HRD,HRD3,Harvest Ridge SFD,Harvest Ridge SFD (HRD3),Columbia,1010,34.178924,-80.774466,5 Harvest Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001427,Hazelwood SLAB,Y,2025,2025,237900.00,241900.00,4,4,3,0,2
23,23S,Edgewater 50,Edgewater 50 (23S),Atlanta,1007,34.1673,-84.4314,506 Edgewater Drive,Holly Springs,GA,13,30115,28,Atlanta,Cherokee,57,12060,Atlanta-Sandy Springs-Alpharetta GA,Atlanta GA MSA,E15,Amelia SLAB,Y,2729,4365,410715.00,424400.00,4,4,2,1,2
LSA,LSA1,Lakeside Landing II TH,Lakeside Landing II TH (LSA1),Richmond,1006,37.6092,-77.4621,5616 Brook Road,Richmond,VA,51,23227,20,Richmond,Henrico,87,40060,Richmond VA,Richmond-Petersburg VA MSA,001240,Amara SLAB,Y,1470,1470,286990.00,291490.00,2,3,2,1,1
TLO,TL,Tall Oaks Flats,Tall Oaks Flats (TL),Northern Virginia,1000,38.959184,-77.332334,1610 Bandit Loop,Reston,VA,51,20190,2,Northern Virginia,Fairfax,59,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001231,Barton,Y,813,0,475990.00,475990.00,1,2,1,0,0
HCX,HCX3,Hitchcock Crossing SFD,Hitchcock Crossing SFD (HCX3),Aiken/Augusta,1013,33.54691,-81.783014,6058 Hightop Lane,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001431,Brantley,Y,2829,2876,281900.00,293900.00,4,3,2,1,2
CRD,CRD3,Clairbourne Ridge SFD,Clairbourne Ridge SFD (CRD3),Aiken/Augusta,1013,33.5237447,-81.8765853,6078 Whirlaway Road,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001434,Summerville,Y,3442,3442,304900.00,308900.00,4,4,3,NULL,3
VST,VST3,Vancouver Station at Trolley Run SFD,Vancouver Station at Trolley Run SFD (VST3),Aiken/Augusta,1013,33.582816,-81.77637,507 Burnaby Court,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001419,Granger,Y,2250,2746,237900.00,245900.00,4,3,2,1,2
CTF,CTF1,Cottages at The Falls TH,Cottages at The Falls TH (CTF1),Columbia,1010,34.181446,-80.905019,137 Falls Ride Lane,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001421,Summerton,Y,2386,2386,232900.00,235900.00,4,3,2,1,2
SDL,SDL3,Saddlebrook SFD,Saddlebrook SFD (SDL3),Columbia,1010,34.205036,-80.737904,3 Leatherwood Drive,Lugoff,SC,45,29078,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001437,Quinby,Y,1834,1846,230900.00,237900.00,4,3,2,0,2
RK,RK2,Riverside at Rocketts Landing 2o2,Riverside at Rocketts Landing 2o2 (RK2),Richmond,1006,37.5132,-77.4161,201 Old Ohio Street,Richmond,VA,51,23231,20,Richmond,Henrico,87,40060,Richmond VA,Richmond-Petersburg VA MSA,001394,Reuben,Y,1623,1623,399990.00,404490.00,1,2,2,0,1
CRD,CSP3,Clairbourne Springs SFD,Clairbourne Springs SFD (CSP3),Aiken/Augusta,1013,33.5237447,-81.8765853,6078 Whirlaway Road,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001420,Barlow,Y,2273,2306,236900.00,244900.00,4,3,2,1,2
RAO,RAO2,ReTreat At One 2o2,ReTreat At One 2o2 (RAO2),Richmond,1006,37.6479,-77.4565,9009 Brook Road,Glen Allen,VA,51,23060,20,Richmond,Henrico,87,40060,Richmond VA,Richmond-Petersburg VA MSA,001543,Tessa,Y,1573,1573,286990.00,289490.00,1,2,2,1,1
BST,BP,Cornerstone Townes TH,Cornerstone Townes TH (BP),Raleigh,1004,35.773990,-78.872688,6736 Lewey Drive,Cary,NC,37,27519,22,Raleigh/Durham,Wake,183,39580,Raleigh-Cary NC,Raleigh-Durham-Chapel Hill NC MSA,B55,Renata,Y,2425,2603,445990.00,449990.00,2,3,2,1,2
25,25T,Inwood TH,Inwood TH (25T),Atlanta,1007,34.113730,-84.530147,138 Meadow Mill Road,Woodstock,GA,13,30188,28,Atlanta,Cherokee,57,12060,Atlanta-Sandy Springs-Alpharetta GA,Atlanta GA MSA,001562,Dupree,Y,2113,2191,384900.00,384900.00,NULL,NULL,NULL,NULL,NULL
CRD,CRD3,Clairbourne Ridge SFD,Clairbourne Ridge SFD (CRD3),Aiken/Augusta,1013,33.5237447,-81.8765853,6078 Whirlaway Road,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001491,Rembert,Y,3175,3190,285900.00,292900.00,4,4,2,1,2
HCX,HCX3,Hitchcock Crossing SFD,Hitchcock Crossing SFD (HCX3),Aiken/Augusta,1013,33.54691,-81.783014,6058 Hightop Lane,Aiken,SC,45,29801,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001427,Hazelwood SLAB,Y,2025,2025,257900.00,261900.00,4,4,3,0,2
STB,STB3,The Stables SFD,The Stables SFD (STB3),Columbia,1010,34.130959,-80.816611,501 Peaceful Pines Way,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001417,Andover,Y,1854,1854,227900.00,228900.00,4,3,2,1,2
WEV,VWF3,West Village SFD,West Village SFD (VWF3),Raleigh,1004,35.713269,-78.887334,1982 Custom Lane,Apex,NC,37,27502,22,Raleigh/Durham,Wake,183,39580,Raleigh-Cary NC,Raleigh-Durham-Chapel Hill NC MSA,001585,Maisie SLAB,Y,2729,3324,574490.00,587490.00,4,4,3,1,2
AOS,AOS3,Ashley Oaks SFD,Ashley Oaks SFD (AOS3),Columbia,1010,34.178023,-81.005597,Winding Oak Way,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001476,Summerlin,Y,3140,3773,413900.00,431900.00,4,4,3,0,2
PH,PH,Glenmore,Glenmore (PH),Charlottesville,1003,37.9996,-78.3869,3496 Carroll Creek Road,Keswick,VA,51,22947,18,Charlottesville,Albemarle,3,16820,Charlottesville VA,Charlottesville VA MSA,A16,Jackson II CRWL,Y,2080,3144,684900.00,713500.00,4,3,2,0,2
15,15,Southern Region Customs,Southern Region Customs (15),Charlottesville,1003,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,635,Pennington,Y,2080,4691,313500.00,313500.00,NULL,NULL,NULL,NULL,NULL
WIM,WIM4,Windsor Mill SFD,Windsor Mill SFD (WIM4),Maryland,1001,38.6317,-76.9751,9325 Pepper Mill Court,Waldorf,MD,24,20603,13,Maryland,Charles,17,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,966,Evangeline BSMT,Y,2957,5580,483990.00,496990.00,4,4,2,1,2
KRD,KRD3,Kelsney Ridge SFD,Kelsney Ridge SFD (KRD3),Columbia,1010,34.144558,-80.802329,Kelsney Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001463,Wakefield,Y,3375,5105,313900.00,321900.00,4,4,3,0,2
NWK,NWK3,Northside at Woodcreek SFD,Northside at Woodcreek SFD (NWK3),Columbia,1010,34.127698,-80.833394,104 Milkweed Road,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001471,Winchester,Y,2893,3569,328900.00,358900.00,4,4,3,0,2
HRD,HRD3,Harvest Ridge SFD,Harvest Ridge SFD (HRD3),Columbia,1010,34.178924,-80.774466,5 Harvest Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001417,Andover,Y,1854,1854,228900.00,231900.00,4,3,2,1,2
SK,SK,Spring Creek,Spring Creek (SK),Charlottesville,1003,37.9995,-78.211,970 Bear Island Parkway,Zion Crossroads,VA,51,22942,19,Charlottesville,Louisa,109,NULL,NULL,NULL,495,Pickering,Y,1689,3898,474900.00,478600.00,4,3,2,0,2
HRD,HRD3,Harvest Ridge SFD,Harvest Ridge SFD (HRD3),Columbia,1010,34.178924,-80.774466,5 Harvest Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001420,Barlow,Y,2273,2306,243900.00,245900.00,4,3,2,1,2
CV,CV,Cresset Overlook,Cresset Overlook (CV),Raleigh,1004,35.9740288,-78.9760817,3601 Cedarbird Way,Durham,NC,37,27707,35,Raleigh/Durham,Durham,63,20500,Durham-Chapel Hill NC,Raleigh-Durham-Chapel Hill NC MSA,R35,Chloe II CRWL,Y,2935,3805,517990.00,522990.00,4,4,2,1,2
MVN,MVN3,Mount Vintage SFD,Mount Vintage SFD (MVN3),Aiken/Augusta,1013,33.678327,-81.966967,235 Mt. Vintage Plantation Drive,North Augusta,SC,45,29860,38,Aiken/North Augusta,Edgefield,37,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001475,Springfield,Y,3980,4480,423900.00,438100.00,4,5,4,1,2
WEV,VWF3,West Village SFD,West Village SFD (VWF3),Raleigh,1004,35.713269,-78.887334,1982 Custom Lane,Apex,NC,37,27502,22,Raleigh/Durham,Wake,183,39580,Raleigh-Cary NC,Raleigh-Durham-Chapel Hill NC MSA,001586,Edison SLAB,Y,2641,3639,569490.00,580490.00,4,3,2,1,2
CAR,CAR3,Carolina Acres SFD,Carolina Acres SFD (CAR3),Columbia,1010,33.870033,-81.210458,105 Belfast Way,Lexington,SC,45,29073,52,Columbia,Lexington,63,17900,Columbia SC,Columbia SC MSA,001429,Pinewood SLAB,Y,2448,2662,256900.00,266900.00,4,4,2,1,2
RHS,RHS3,The Reserve at Holly Springs SFD,The Reserve at Holly Springs SFD (RHS3),Northern Virginia,1000,38.874942,-77.514116,Holly Spring Lane and Bull Run Post Office Road,Centreville,VA,51,20120,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,A90,Russell,Y,3860,6787,979990.00,988990.00,4,4,3,1,2
TLO,TL,Tall Oaks Flats,Tall Oaks Flats (TL),Northern Virginia,1000,38.959184,-77.332334,1610 Bandit Loop,Reston,VA,51,20190,2,Northern Virginia,Fairfax,59,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001234,Miller,Y,1230,0,530990.00,530990.00,1,2,2,0,0
SCK,SCK3,Sage Creek SFD,Sage Creek SFD (SCK3),Aiken/Augusta,1013,33.593076,-81.824541,1182 Sapphire Drive,Graniteville,SC,45,29829,37,Aiken/North Augusta,Aiken,3,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001417,Andover,Y,1854,1854,227900.00,232900.00,4,3,2,1,2
HTG,HTG3,Heritage SFD,Heritage SFD (HTG3),Charlotte,1011,35.026513,-80.667104,1026 Heritage Pointe,Indian Trail,NC,37,28079,45,Charlotte,Union,179,16740,Charlotte-Concord-Gastonia NC-SC,Charlotte-Gastonia-Rock Hill NC-SC MSA,001455,Kimball,Y,1900,2224,407000.00,410700.00,4,2,2,0,2
MVN,MVN3,Mount Vintage SFD,Mount Vintage SFD (MVN3),Aiken/Augusta,1013,33.678327,-81.966967,235 Mt. Vintage Plantation Drive,North Augusta,SC,45,29860,38,Aiken/North Augusta,Edgefield,37,12260,Augusta-Richmond County GA-SC,Augusta-Aiken GA-SC MSA,001466,Fairwind,Y,2572,3061,370900.00,382900.00,4,3,2,0,2
GDC,GDC2,Glenn Dale Commons 2o2,Glenn Dale Commons 2o2 (GDC2),Maryland,1001,38.993052,-76.823246,7500 Mission Drive,Lanham,MD,24,20706,15,Maryland,Prince George’s,33,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,365,Jordan,Y,1484,0,373990.00,382990.00,1,2,2,1,1
RWO,RWO4,White Oaks Farm SFD,White Oaks Farm SFD (RWO4),Northern Virginia,1000,39.106722,-77.581028,729 Valley View Avenue,Leesburg,VA,51,20175,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001396,Jocelyn BSMT,Y,3150,6313,809990.00,823990.00,4,4,3,1,2
RWO,RWO4,White Oaks Farm SFD,White Oaks Farm SFD (RWO4),Northern Virginia,1000,39.106722,-77.581028,729 Valley View Avenue,Leesburg,VA,51,20175,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001376,Sienna,Y,3312,5503,824990.00,843990.00,4,3,2,1,2
BX,BX,Bensville Crossing,Bensville Crossing (BX),Maryland,1001,38.6112,-77.0121,3869 Solidarity Circle,Waldorf,MD,24,20603,13,Maryland,Charles,17,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,391,Lexington BSMT,Y,2863,5573,549990.00,564990.00,4,4,2,1,2
TWD,TWD3,Timberwood SFD,Timberwood SFD (TWD3),Charlotte,1011,34.988974,-81.043826,3248 Homestead Road,Rock Hill,SC,45,29732,50,Charlotte,York,91,16740,Charlotte-Concord-Gastonia NC-SC,Charlotte-Gastonia-Rock Hill NC-SC MSA,001461,Arline,Y,2831,4208,384100.00,393100.00,4,3,2,1,2
AHE,AHE3,Abney Hills Estates SFD,Abney Hills Estates SFD (AHE3),Columbia,1010,34.187516,-81.014363,536 Maple Valley Loop,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001475,Springfield,Y,3980,4480,376900.00,386900.00,4,5,4,1,2
AOS,AOS3,Ashley Oaks SFD,Ashley Oaks SFD (AOS3),Columbia,1010,34.178023,-81.005597,Winding Oak Way,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001477,Grayson,Y,3445,5389,401900.00,411900.00,4,5,3,0,2
BFS,BFS3,Burnside Farms SFD,Burnside Farms SFD (BFS3),Columbia,1010,33.952038,-80.931322,117 Hay Meadow Lane,Columbia,SC,45,29209,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001425,Everest,Y,1546,1833,211900.00,218900.00,4,2,2,0,2
MLL,MLL3,The Mill SFD,The Mill SFD (MLL3),Columbia,1010,34.117881,-80.806290,545 Jacobs Millpond Road,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001452,Woodlawn,Y,1857,3050,264900.00,271900.00,4,2,2,0,2
ASH,ASH6,Ashbrook Place AFH,Ashbrook Place AFH (ASH6),Northern Virginia,1000,39.054844,-77.462364,Russell Branch Parkway and Ashbrook Place,Ashburn,VA,51,20147,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001543,Tessa,Y,1573,1573,529990.00,534190.00,1,2,2,1,1
TT,TT,Two Rivers,Two Rivers (TT),Maryland,1001,39.0246,-76.7273,2894 Broad Wing Drive,Odenton,MD,24,21113,25,Maryland,Anne Arundel,3,12580,Baltimore-Columbia-Towson MD,Washington-Baltimore DC-MD-VA-WV CMSA,A51,Randall,Y,2848,4892,630490.00,635490.00,4,4,2,1,2
TWD,TWD3,Timberwood SFD,Timberwood SFD (TWD3),Charlotte,1011,34.988974,-81.043826,3248 Homestead Road,Rock Hill,SC,45,29732,50,Charlotte,York,91,16740,Charlotte-Concord-Gastonia NC-SC,Charlotte-Gastonia-Rock Hill NC-SC MSA,001463,Wakefield,Y,3375,5105,398700.00,410000.00,4,4,3,0,2
KRD,KRD3,Kelsney Ridge SFD,Kelsney Ridge SFD (KRD3),Columbia,1010,34.144558,-80.802329,Kelsney Ridge Drive,Elgin,SC,45,29045,53,Columbia,Kershaw,55,17900,Columbia SC,NULL,001473,Dillon,Y,3484,3838,334900.00,342900.00,4,5,4,0,3
FLS,FLS3,The Falls SFD,The Falls SFD (FLS3),Columbia,1010,34.181955,-80.903033,137 Falls Ridge Lane,Blythewood,SC,45,29016,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001427,Hazelwood SLAB,Y,2025,2025,245900.00,249900.00,4,4,3,0,2
VCV,VCV3,The Villas at Covington SFD,The Villas at Covington SFD (VCV3),Charlotte,1011,35.023497,-80.863341,4529 Queens Garden Terrace,Indian Land,SC,45,29707,47,Charlotte,Lancaster,57,16740,Charlotte-Concord-Gastonia NC-SC,NULL,001454,Winston,Y,1899,2839,376000.00,406877.00,4,2,2,0,2
CBG,CBG3,Crossbridge SFD,Crossbridge SFD (CBG3),Columbia,1010,34.120418,-80.806795,366 Featheredge Road,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001435,Shiloh,Y,3596,3596,290900.00,295900.00,4,4,3,0,2
NWK,NWK3,Northside at Woodcreek SFD,Northside at Woodcreek SFD (NWK3),Columbia,1010,34.127698,-80.833394,104 Milkweed Road,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001473,Dillon,Y,3484,3838,361900.00,385900.00,4,5,4,0,3
WCL,WCL3,Lakeside at Woodcreek SFD,Lakeside at Woodcreek SFD (WCL3),Columbia,1010,34.136391,-80.827820,Woodcreek Farms Rd.,Elgin,SC,45,29045,51,Columbia,Richland ,79,17900,Columbia SC,Columbia SC MSA,001403,Browning,Y,3533,3862,439900.00,445900.00,NULL,NULL,NULL,NULL,NULL
LEV,LE2,Tuscarora Village 2o2,Tuscarora Village 2o2 (LE2),Northern Virginia,1000,39.095541,-77.534782,307 Petite Sirah Terrace SE,Leesburg,VA,51,20175,3,Northern Virginia,Loudoun,107,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,C05,Savannah,Y,1524,1524,462990.00,465990.00,1,3,2,1,1
WSA,WSA,Westside at Shady Grove Metro 2o2,Westside at Shady Grove Metro 2o2 (WSA),Maryland,1001,39.1253,-77.1667,16164 Columbus Avenue,Rockville,MD,24,20855,14,Maryland,Montgomery,31,47900,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington-Baltimore DC-MD-VA-WV CMSA,001261,Jones SLAB,Y,1530,1995,489990.00,498990.00,1,2,2,1,1
APC,APC1,Avalon Park Wesley Chapel TH,Avalon Park Wesley Chapel TH (APC1),Orlando,1015,28.2323,-82.2711,5263 Little Stream Lane,Wesley Chapel FL,NULL,NULL,33545,57,Tampa,NULL,NULL,NULL,NULL,NULL,002111,Bellevue,Y,0,0,338452.00,338452.00,NULL,NULL,NULL,NULL,NULL
