ZipCode,Latitude,Longitude,State,StateFullName,City,CityAliasName,CountyMixedCase
23127,37.3688,-76.7709,VA,Virginia,NORGE,NORGE,James City
23128,37.462541,-76.376528,VA,Virginia,NORTH,NORTH,Mathews
23129,37.700888,-77.785674,VA,Virginia,OILVILLE,OILVILLE,Goochland
23130,37.39772,-76.277378,VA,Virginia,ONEMO,ONEMO,Mathews
23131,37.3155,-76.5139,VA,Virginia,ORDINARY,ORDINARY,Gloucester
23138,37.374955,-76.301351,VA,Virginia,PORT HAYWOOD,PORT HAYWOOD,Mathews
23139,37.552907,-77.941096,VA,Virginia,POWHATAN,POWHATAN,Powhatan
23140,37.432286,-77.02211,VA,Virginia,PROVIDENCE FORGE,PROVIDENCE FORGE,New Kent
23141,37.528366,-77.15531,VA,Virginia,QUINTON,QUINTON,New Kent
23146,37.723864,-77.712476,VA,Virginia,ROCKVILLE,ROCKVILLE,Hanover
23147,37.3672,-77.0414,VA,Virginia,RUTHVILLE,RUTHVILLE,Charles City
23148,37.86086,-77.055519,VA,Virginia,SAINT STEPHENS CHURCH,SAINT STEPHENS CHURCH,King And Queen
23149,37.57369,-76.599219,VA,Virginia,SALUDA,SALUDA,Middlesex
23150,37.503766,-77.263513,VA,Virginia,SANDSTON,SANDSTON,Henrico
23153,37.783412,-77.941505,VA,Virginia,SANDY HOOK,SANDY HOOK,Goochland
23154,37.3897,-76.4556,VA,Virginia,SCHLEY,SCHLEY,Gloucester
23155,37.2943,-76.4156,VA,Virginia,SEVERN,SEVERN,Gloucester
23156,37.538518,-76.713854,VA,Virginia,SHACKLEFORDS,SHACKLEFORDS,King And Queen
23160,37.645169,-77.844639,VA,Virginia,STATE FARM,STATE FARM,Goochland
23161,37.715555,-76.926087,VA,Virginia,STEVENSVILLE,STEVENSVILLE,King And Queen
23162,37.6756,-77.2911,VA,Virginia,STUDLEY,STUDLEY,Hanover
23163,37.341074,-76.305051,VA,Virginia,SUSAN,SUSAN,Mathews
23168,37.39155,-76.830929,VA,Virginia,TOANO,TOANO,James City
23169,37.592954,-76.453954,VA,Virginia,TOPPING,TOPPING,Middlesex
23170,38.0516,-78.0732,VA,Virginia,TREVILIANS,TREVILIANS,Louisa
23173,37.575548,-77.542178,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23175,37.649384,-76.607456,VA,Virginia,URBANNA,URBANNA,Middlesex
23176,37.56631,-76.429644,VA,Virginia,WAKE,WAKE,Middlesex
23177,37.745459,-77.013302,VA,Virginia,WALKERTON,WALKERTON,King And Queen
23178,37.397091,-76.458012,VA,Virginia,WARE NECK,WARE NECK,Gloucester
23180,37.705282,-76.611582,VA,Virginia,WATER VIEW,WATER VIEW,Middlesex
23181,37.58794,-76.891644,VA,Virginia,WEST POINT,WEST POINT,King William
23183,37.3423,-76.5219,VA,Virginia,WHITE MARSH,WHITE MARSH,Gloucester
23184,37.285183,-76.529801,VA,Virginia,WICOMICO,WICOMICO,Gloucester
23185,37.233951,-76.736472,VA,Virginia,WILLIAMSBURG,WILLIAMSBURG,James City
23186,37.269465,-76.725121,VA,Virginia,WILLIAMSBURG,WILLIAMSBURG,Williamsburg City
23187,37.2707,-76.7078,VA,Virginia,WILLIAMSBURG,WILLIAMSBURG,Williamsburg City
23188,37.358168,-76.741868,VA,Virginia,WILLIAMSBURG,WILLIAMSBURG,James City
23190,37.4817,-76.6191,VA,Virginia,WOODS CROSS ROADS,WOODS CROSS ROADS,Gloucester
23192,37.825944,-77.673348,VA,Virginia,MONTPELIER,MONTPELIER,Hanover
23218,37.5539,-77.4608,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23219,37.540847,-77.439298,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23220,37.551325,-77.458757,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23221,37.552095,-77.500073,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23222,37.581314,-77.41543,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23223,37.558198,-77.376967,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23224,37.496402,-77.470836,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23225,37.516878,-77.499402,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23226,37.584398,-77.518046,VA,Virginia,RICHMOND,RICHMOND,Henrico
23227,37.614952,-77.442099,VA,Virginia,RICHMOND,RICHMOND,Henrico
23228,37.624342,-77.496277,VA,Virginia,HENRICO,HENRICO,Henrico
23229,37.593879,-77.5748,VA,Virginia,HENRICO,HENRICO,Henrico
23230,37.586649,-77.489859,VA,Virginia,RICHMOND,RICHMOND,Henrico
23231,37.443572,-77.2995,VA,Virginia,HENRICO,HENRICO,Henrico
23232,37.544,-77.4507,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23233,37.651178,-77.61969,VA,Virginia,HENRICO,HENRICO,Henrico
23234,37.458422,-77.469799,VA,Virginia,RICHMOND,RICHMOND,Chesterfield
23235,37.502614,-77.569416,VA,Virginia,RICHMOND,RICHMOND,Chesterfield
23236,37.467781,-77.58848,VA,Virginia,RICHMOND,RICHMOND,Chesterfield
23237,37.399706,-77.475197,VA,Virginia,RICHMOND,RICHMOND,Chesterfield
23238,37.607168,-77.636598,VA,Virginia,HENRICO,HENRICO,Henrico
23241,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23242,37.5603,-77.4602,VA,Virginia,HENRICO,HENRICO,Henrico
23249,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23250,37.50545,-77.319929,VA,Virginia,RICHMOND,RICHMOND,Henrico
23255,37.5483,-77.3953,VA,Virginia,HENRICO,HENRICO,Henrico
23260,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23261,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23269,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23273,37.5537,-77.4609,VA,Virginia,HENRICO,HENRICO,Richmond City
23274,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23276,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23278,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23279,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23282,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23284,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23285,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23286,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23288,37.5944,-77.5568,VA,Virginia,HENRICO,HENRICO,Henrico
23289,37.5436,-77.4487,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23290,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23291,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23292,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23293,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23294,37.628006,-77.543697,VA,Virginia,HENRICO,HENRICO,Henrico
23295,37.5537,-77.4609,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23297,37.4528,-77.4743,VA,Virginia,RICHMOND,RICHMOND,Chesterfield
23298,37.542787,-77.429651,VA,Virginia,RICHMOND,RICHMOND,Richmond City
23301,37.67035,-75.657008,VA,Virginia,ACCOMAC,ACCOMAC,Accomack
23302,37.856054,-75.528235,VA,Virginia,ASSAWOMAN,ASSAWOMAN,Accomack
23303,37.902488,-75.5175,VA,Virginia,ATLANTIC,ATLANTIC,Accomack
23304,36.991803,-76.569649,VA,Virginia,BATTERY PARK,BATTERY PARK,Isle Of Wight
23306,37.584548,-75.870862,VA,Virginia,BELLE HAVEN,BELLE HAVEN,Accomack
23307,37.417632,-75.794253,VA,Virginia,BIRDSNEST,BIRDSNEST,Northampton
23308,37.814201,-75.598757,VA,Virginia,BLOXOM,BLOXOM,Accomack
23310,37.215856,-75.902652,VA,Virginia,CAPE CHARLES,CAPE CHARLES,Northampton
23313,37.2047,-75.9584,VA,Virginia,CAPEVILLE,CAPEVILLE,Northampton
23314,36.965132,-76.518011,VA,Virginia,CARROLLTON,CARROLLTON,Isle Of Wight
23315,36.731612,-76.838924,VA,Virginia,CARRSVILLE,CARRSVILLE,Isle Of Wight
23316,37.283541,-75.967327,VA,Virginia,CHERITON,CHERITON,Northampton
23320,36.764063,-76.199408,VA,Virginia,CHESAPEAKE,CHESAPEAKE,Chesapeake City
23321,36.806946,-76.414346,VA,Virginia,CHESAPEAKE,CHESAPEAKE,Chesapeake City
23322,36.643075,-76.278472,VA,Virginia,CHESAPEAKE,CHESAPEAKE,Chesapeake City
23323,36.702894,-76.37291,VA,Virginia,CHESAPEAKE,CHESAPEAKE,Chesapeake City
23324,36.80152,-76.276521,VA,Virginia,CHESAPEAKE,CHESAPEAKE,Chesapeake City
23325,36.813695,-76.238736,VA,Virginia,CHESAPEAKE,CHESAPEAKE,Chesapeake City
23326,36.8187,-76.2753,VA,Virginia,CHESAPEAKE,CHESAPEAKE,Chesapeake City
23327,36.8187,-76.2753,VA,Virginia,CHESAPEAKE,CHESAPEAKE,Chesapeake City
23328,36.8187,-76.2753,VA,Virginia,CHESAPEAKE,CHESAPEAKE,Chesapeake City
23336,37.942039,-75.326264,VA,Virginia,CHINCOTEAGUE ISLAND,CHINCOTEAGUE ISLAND,Accomack
23337,37.868382,-75.453698,VA,Virginia,WALLOPS ISLAND,WALLOPS ISLAND,Accomack
23341,37.585,-75.8686,VA,Virginia,CRADDOCKVILLE,CRADDOCKVILLE,Accomack
23345,37.5564,-75.8751,VA,Virginia,DAVIS WHARF,DAVIS WHARF,Accomack
23347,37.350994,-75.939361,VA,Virginia,EASTVILLE,EASTVILLE,Northampton
23350,37.512861,-75.876586,VA,Virginia,EXMORE,EXMORE,Northampton
23354,37.474832,-75.898066,VA,Virginia,FRANKTOWN,FRANKTOWN,Northampton
23356,38.00016,-75.410018,VA,Virginia,GREENBACKVILLE,GREENBACKVILLE,Accomack
23357,37.762843,-75.680758,VA,Virginia,GREENBUSH,GREENBUSH,Accomack
23358,37.645422,-75.863487,VA,Virginia,HACKSNECK,HACKSNECK,Accomack
23359,37.87965,-75.589496,VA,Virginia,HALLWOOD,HALLWOOD,Accomack
23389,37.650101,-75.828705,VA,Virginia,HARBORTON,HARBORTON,Accomack
23395,37.974335,-75.471174,VA,Virginia,HORNTOWN,HORNTOWN,Accomack
23396,37.934,-75.5755,VA,Virginia,OAK HALL,OAK HALL,Accomack
23397,36.9126,-76.7167,VA,Virginia,ISLE OF WIGHT,ISLE OF WIGHT,Isle Of Wight
23398,37.5176,-75.9329,VA,Virginia,JAMESVILLE,JAMESVILLE,Northampton
23399,37.9147,-75.633,VA,Virginia,JENKINS BRIDGE,JENKINS BRIDGE,Accomack
23401,37.627059,-75.779051,VA,Virginia,KELLER,KELLER,Accomack
23404,37.636339,-75.674492,VA,Virginia,LOCUSTVILLE,LOCUSTVILLE,Accomack
23405,37.424192,-75.913558,VA,Virginia,MACHIPONGO,MACHIPONGO,Northampton
23407,37.839607,-75.538899,VA,Virginia,MAPPSVILLE,MAPPSVILLE,Accomack
23408,37.4464,-75.8452,VA,Virginia,MARIONVILLE,MARIONVILLE,Northampton
23409,37.876792,-75.645569,VA,Virginia,MEARS,MEARS,Accomack
23410,37.621788,-75.758337,VA,Virginia,MELFA,MELFA,Accomack
23412,37.8159,-75.5687,VA,Virginia,MODEST TOWN,MODEST TOWN,Accomack
23413,37.445921,-75.781337,VA,Virginia,NASSAWADOX,NASSAWADOX,Northampton
23414,37.8258,-75.5885,VA,Virginia,NELSONIA,NELSONIA,Accomack
23415,37.956751,-75.530908,VA,Virginia,NEW CHURCH,NEW CHURCH,Accomack
23416,37.949706,-75.59115,VA,Virginia,OAK HALL,OAK HALL,Accomack
23417,37.734116,-75.777336,VA,Virginia,ONANCOCK,ONANCOCK,Accomack
23418,37.669713,-75.687447,VA,Virginia,ONLEY,ONLEY,Accomack
23419,37.2875,-75.9257,VA,Virginia,OYSTER,OYSTER,Northampton
23420,37.570836,-75.74331,VA,Virginia,PAINTER,PAINTER,Accomack
23421,37.785877,-75.627646,VA,Virginia,PARKSLEY,PARKSLEY,Accomack
23422,37.6328,-75.8161,VA,Virginia,PUNGOTEAGUE,PUNGOTEAGUE,Accomack
23423,37.52365,-75.703098,VA,Virginia,QUINBY,QUINBY,Accomack
23424,36.9963,-76.5627,VA,Virginia,RESCUE,RESCUE,Isle Of Wight
23426,37.921344,-75.687439,VA,Virginia,SANFORD,SANFORD,Accomack
23427,37.915792,-75.71741,VA,Virginia,SAXIS,SAXIS,Accomack
23429,37.2628,-75.9483,VA,Virginia,SEAVIEW,SEAVIEW,Northampton
23430,37.01214,-76.664417,VA,Virginia,SMITHFIELD,SMITHFIELD,Isle Of Wight
23431,36.9796,-76.6215,VA,Virginia,SMITHFIELD,SMITHFIELD,Isle Of Wight
23432,36.876868,-76.558878,VA,Virginia,SUFFOLK,SUFFOLK,Suffolk City
23433,36.914062,-76.47152,VA,Virginia,SUFFOLK,SUFFOLK,Suffolk City
23434,36.704066,-76.617011,VA,Virginia,SUFFOLK,SUFFOLK,Suffolk City
23435,36.84702,-76.478912,VA,Virginia,SUFFOLK,SUFFOLK,Suffolk City
23436,36.89514,-76.517356,VA,Virginia,SUFFOLK,SUFFOLK,Suffolk City
23437,36.640325,-76.801337,VA,Virginia,SUFFOLK,SUFFOLK,Suffolk City
23438,36.59305,-76.724567,VA,Virginia,SUFFOLK,SUFFOLK,Suffolk City
23439,36.7283,-76.5838,VA,Virginia,SUFFOLK,SUFFOLK,Suffolk City
23440,37.827209,-75.991745,VA,Virginia,TANGIER,TANGIER,Accomack
23441,37.712633,-75.699168,VA,Virginia,TASLEY,TASLEY,Accomack
23442,37.889853,-75.561814,VA,Virginia,TEMPERANCEVILLE,TEMPERANCEVILLE,Accomack
23443,37.1856,-75.9601,VA,Virginia,TOWNSEND,TOWNSEND,Northampton
23450,36.8598,-75.9812,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23451,36.857214,-76.02818,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23452,36.849396,-76.095534,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23453,36.782218,-76.077854,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23454,36.826122,-76.026148,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23455,36.919017,-76.143352,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23456,36.67483,-76.011469,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23457,36.622813,-76.021397,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23458,36.8525,-75.9786,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23459,36.920331,-76.01877,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23460,36.81268,-76.03407,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23461,36.785631,-75.960723,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23462,36.835688,-76.14661,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23463,36.798551,-76.192694,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23464,36.798671,-76.178112,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23465,36.8526,-75.9783,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23466,36.8526,-75.9783,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23467,36.8526,-75.9783,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23471,36.8598,-75.9812,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23479,36.8526,-75.9783,VA,Virginia,VIRGINIA BEACH,VIRGINIA BEACH,Virginia Beach City
23480,37.604325,-75.673878,VA,Virginia,WACHAPREAGUE,WACHAPREAGUE,Accomack
23482,37.5375,-75.8714,VA,Virginia,WARDTOWN,WARDTOWN,Northampton
23483,37.9362,-75.5006,VA,Virginia,WATTSVILLE,WATTSVILLE,Accomack
23486,37.5178,-75.8103,VA,Virginia,WILLIS WHARF,WILLIS WHARF,Northampton
23487,36.862753,-76.714326,VA,Virginia,WINDSOR,WINDSOR,Isle Of Wight
23488,37.950177,-75.606014,VA,Virginia,WITHAMS,WITHAMS,Accomack
23501,36.8511,-76.2784,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23502,36.856749,-76.212514,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23503,36.948056,-76.256983,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23504,36.862764,-76.261355,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23505,36.91072,-76.29874,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23506,36.8468,-76.2859,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23507,36.865551,-76.302195,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23508,36.882451,-76.308338,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23509,36.882082,-76.263058,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23510,36.8522,-76.294156,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23511,36.940419,-76.30013,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23513,36.889734,-76.235176,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23514,36.8409,-76.2848,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23515,36.8468,-76.2859,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23517,36.869373,-76.293816,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23518,36.909298,-76.215043,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23519,36.8503,-76.2873,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23523,36.832048,-76.269869,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23529,36.888004,-76.305408,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23541,36.8468,-76.2859,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23551,36.8468,-76.2859,VA,Virginia,NORFOLK,NORFOLK,Norfolk City
23601,37.04677,-76.485306,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23602,37.114094,-76.514428,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23603,37.19214,-76.567594,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23604,37.120502,-76.594969,VA,Virginia,FORT EUSTIS,FORT EUSTIS,Newport News City
23605,37.021345,-76.438377,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23606,37.065054,-76.528166,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23607,36.975898,-76.439879,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23608,37.154698,-76.545796,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23609,36.9786,-76.4284,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23612,36.9786,-76.4284,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23628,36.9786,-76.4284,VA,Virginia,NEWPORT NEWS,NEWPORT NEWS,Newport News City
23630,36.9786,-76.4284,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23651,37.008378,-76.304759,VA,Virginia,FORT MONROE,FORT MONROE,Hampton City
23661,37.007832,-76.386636,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23662,37.135436,-76.353588,VA,Virginia,POQUOSON,POQUOSON,Poquoson City
23663,37.033959,-76.3196,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23664,37.068666,-76.289951,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23665,37.088047,-76.386472,VA,Virginia,HAMPTON,HAMPTON,York
23666,37.062782,-76.40522,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23667,37.019,-76.3561,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23668,37.020366,-76.332127,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23669,37.050603,-76.349191,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23670,37.0308,-76.3476,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23681,37.0301,-76.3403,VA,Virginia,HAMPTON,HAMPTON,Hampton City
23690,37.237163,-76.55165,VA,Virginia,YORKTOWN,YORKTOWN,York
23691,37.24371,-76.579466,VA,Virginia,YORKTOWN,YORKTOWN,York
23692,37.178494,-76.470709,VA,Virginia,YORKTOWN,YORKTOWN,York
23693,37.121112,-76.447328,VA,Virginia,YORKTOWN,YORKTOWN,York
23694,37.2327,-76.5474,VA,Virginia,LACKEY,LACKEY,York
23696,37.191757,-76.426592,VA,Virginia,SEAFORD,SEAFORD,York
23701,36.812324,-76.36945,VA,Virginia,PORTSMOUTH,PORTSMOUTH,Portsmouth City
23702,36.804031,-76.323415,VA,Virginia,PORTSMOUTH,PORTSMOUTH,Portsmouth City
23703,36.881148,-76.37447,VA,Virginia,PORTSMOUTH,PORTSMOUTH,Portsmouth City
23704,36.82201,-76.317128,VA,Virginia,PORTSMOUTH,PORTSMOUTH,Portsmouth City
23705,36.8361,-76.2987,VA,Virginia,PORTSMOUTH,PORTSMOUTH,Portsmouth City
23707,36.841234,-76.336338,VA,Virginia,PORTSMOUTH,PORTSMOUTH,Portsmouth City
23708,36.848233,-76.30621,VA,Virginia,PORTSMOUTH,PORTSMOUTH,Portsmouth City
23709,36.820078,-76.300926,VA,Virginia,PORTSMOUTH,PORTSMOUTH,Portsmouth City
23801,37.235265,-77.337332,VA,Virginia,FORT LEE,FORT LEE,Prince George
23803,37.205962,-77.46609,VA,Virginia,PETERSBURG,PETERSBURG,Petersburg City
23804,37.2303,-77.4052,VA,Virginia,PETERSBURG,PETERSBURG,Petersburg City
23805,37.117515,-77.405858,VA,Virginia,PETERSBURG,PETERSBURG,Petersburg City
23806,37.238228,-77.419735,VA,Virginia,VIRGINIA STATE UNIVERSITY,VIRGINIA STATE UNIVERSITY,Petersburg City
23821,36.883408,-77.925096,VA,Virginia,ALBERTA,ALBERTA,Brunswick
23822,37.1609,-77.5883,VA,Virginia,AMMON,AMMON,Dinwiddie
23824,37.084758,-77.954306,VA,Virginia,BLACKSTONE,BLACKSTONE,Nottoway
23827,36.611606,-77.203756,VA,Virginia,BOYKINS,BOYKINS,Southampton
23828,36.594426,-77.287184,VA,Virginia,BRANCHVILLE,BRANCHVILLE,Southampton
23829,36.733166,-77.231672,VA,Virginia,CAPRON,CAPRON,Southampton
23830,37.019662,-77.383392,VA,Virginia,CARSON,CARSON,Dinwiddie
23831,37.335931,-77.457246,VA,Virginia,CHESTER,CHESTER,Chesterfield
23832,37.408834,-77.608472,VA,Virginia,CHESTERFIELD,CHESTERFIELD,Chesterfield
23833,37.210032,-77.666686,VA,Virginia,CHURCH ROAD,CHURCH ROAD,Dinwiddie
23834,37.287969,-77.389106,VA,Virginia,COLONIAL HEIGHTS,COLONIAL HEIGHTS,Colonial Heights City
23836,37.357266,-77.32524,VA,Virginia,CHESTER,CHESTER,Chesterfield
23837,36.759084,-77.091162,VA,Virginia,COURTLAND,COURTLAND,Southampton
23838,37.322187,-77.637816,VA,Virginia,CHESTERFIELD,CHESTERFIELD,Chesterfield
23839,37.081356,-76.917324,VA,Virginia,DENDRON,DENDRON,Surry
23840,37.046471,-77.658062,VA,Virginia,DEWITT,DEWITT,Dinwiddie
23841,37.044274,-77.552702,VA,Virginia,DINWIDDIE,DINWIDDIE,Dinwiddie
23842,37.153998,-77.209573,VA,Virginia,DISPUTANTA,DISPUTANTA,Prince George
23843,36.849752,-77.8058,VA,Virginia,DOLPHIN,DOLPHIN,Brunswick
23844,36.676486,-77.345449,VA,Virginia,DREWRYVILLE,DREWRYVILLE,Southampton
23845,36.59052,-77.990181,VA,Virginia,EBONY,EBONY,Brunswick
23846,37.065156,-76.821356,VA,Virginia,ELBERON,ELBERON,Surry
23847,36.688366,-77.532918,VA,Virginia,EMPORIA,EMPORIA,Emporia City
23850,37.163342,-77.751422,VA,Virginia,FORD,FORD,Dinwiddie
23851,36.676318,-76.956512,VA,Virginia,FRANKLIN,FRANKLIN,Franklin City
23856,36.790738,-77.716158,VA,Virginia,FREEMAN,FREEMAN,Brunswick
23857,36.577512,-77.891144,VA,Virginia,GASBURG,GASBURG,Brunswick
23860,37.274605,-77.225702,VA,Virginia,HOPEWELL,HOPEWELL,Hopewell City
23866,36.914926,-76.867396,VA,Virginia,IVOR,IVOR,Southampton
23867,36.812653,-77.498522,VA,Virginia,JARRATT,JARRATT,Greensville
23868,36.718682,-77.814538,VA,Virginia,LAWRENCEVILLE,LAWRENCEVILLE,Brunswick
23870,36.8086,-77.4645,VA,Virginia,JARRATT,JARRATT,Greensville
23872,36.988398,-77.735714,VA,Virginia,MC KENNEY,MC KENNEY,Dinwiddie
23873,36.8068,-77.9567,VA,Virginia,MEREDITHVILLE,MEREDITHVILLE,Brunswick
23874,36.609128,-77.103566,VA,Virginia,NEWSOMS,NEWSOMS,Southampton
23875,37.241925,-77.267272,VA,Virginia,PRINCE GEORGE,PRINCE GEORGE,Prince George
23876,36.947372,-77.839531,VA,Virginia,RAWLINGS,RAWLINGS,Brunswick
23878,36.816454,-77.031112,VA,Virginia,SEDLEY,SEDLEY,Southampton
23879,36.594442,-77.591891,VA,Virginia,SKIPPERS,SKIPPERS,Greensville
23881,37.20494,-76.975024,VA,Virginia,SPRING GROVE,SPRING GROVE,Surry
23882,36.913408,-77.395506,VA,Virginia,STONY CREEK,STONY CREEK,Sussex
23883,37.142647,-76.745377,VA,Virginia,SURRY,SURRY,Surry
23884,36.915,-77.2794,VA,Virginia,SUSSEX,SUSSEX,Sussex
23885,37.17973,-77.576844,VA,Virginia,SUTHERLAND,SUTHERLAND,Dinwiddie
23887,36.572202,-77.814526,VA,Virginia,VALENTINES,VALENTINES,Brunswick
23888,36.946392,-76.974758,VA,Virginia,WAKEFIELD,WAKEFIELD,Sussex
23889,36.894527,-77.747658,VA,Virginia,WARFIELD,WARFIELD,Brunswick
23890,36.997302,-77.104758,VA,Virginia,WAVERLY,WAVERLY,Sussex
23891,37.0394,-77.1013,VA,Virginia,WAVERLY,WAVERLY,Sussex
23893,36.600702,-77.913836,VA,Virginia,WHITE PLAINS,WHITE PLAINS,Brunswick
23894,37.12931,-77.841789,VA,Virginia,WILSONS,WILSONS,Dinwiddie
23897,36.823898,-77.296084,VA,Virginia,YALE,YALE,Sussex
23898,36.8323,-76.858437,VA,Virginia,ZUNI,ZUNI,Isle Of Wight
23899,37.222478,-76.964066,VA,Virginia,CLAREMONT,CLAREMONT,Surry
23901,37.296336,-78.407659,VA,Virginia,FARMVILLE,FARMVILLE,Prince Edward
23909,37.300518,-78.397849,VA,Virginia,FARMVILLE,FARMVILLE,Prince Edward
23915,36.710159,-78.278096,VA,Virginia,BASKERVILLE,BASKERVILLE,Mecklenburg
23917,36.640471,-78.269951,VA,Virginia,BOYDTON,BOYDTON,Mecklenburg
23919,36.596225,-78.143688,VA,Virginia,BRACEY,BRACEY,Mecklenburg
23920,36.724117,-77.980542,VA,Virginia,BRODNAX,BRODNAX,Brunswick
