iter	RMSE
152	0.162078895
153	0.1619738514
154	0.1618089138
155	0.1616218951
156	0.1614628985
157	0.161351802
158	0.1612112551
159	0.1610130432
160	0.1608906593
161	0.1606864322
162	0.1604704635
163	0.1603186644
164	0.1601902096
165	0.1601086766
166	0.1598645564
167	0.1597058476
168	0.1596029292
169	0.1594913288
170	0.1593550691
171	0.1592406857
172	0.1591294986
173	0.1590237545
174	0.1588143289
175	0.1586032381
176	0.1585177246
177	0.158426686
178	0.1582998649
179	0.1581763848
180	0.1580525567
181	0.1578633298
182	0.1577452517
183	0.1576502942
184	0.15747574
185	0.1573514945
186	0.1572721718
187	0.1571411115
188	0.1570363698
189	0.1568840772
190	0.1567698342
191	0.156629342
192	0.1565361493
193	0.1564215552
194	0.1563332197
195	0.1562338123
196	0.1561322266
197	0.1560271012
198	0.1559235438
199	0.1557909741
200	0.1556830672
201	0.155592382
202	0.1554443907
203	0.1553210445
204	0.1551844755
205	0.1550898366
206	0.1549864783
207	0.1548965574
208	0.1547729238
209	0.1546327599
210	0.1545278342
211	0.1544403015
212	0.1542699362
213	0.1541503573
214	0.1540481571
215	0.1539477402
216	0.1538516413
217	0.1537178731
218	0.1536439189
219	0.153540847
220	0.1534405085
221	0.1533646771
222	0.1532322949
223	0.1531497878
224	0.1530841662
225	0.152987792
226	0.1529129201
227	0.1528031853
228	0.1526919411
229	0.1525887672
230	0.15251858
231	0.1524160319
232	0.1522939799
233	0.152228179
234	0.1521164455
235	0.1520451734
236	0.1519820759
237	0.1518867213
238	0.1518300866
239	0.1517490084
240	0.1516375232
241	0.1515527981
242	0.1514798328
243	0.1514066072
244	0.1512887059
245	0.151228326
246	0.1511360476
247	0.1510522411
248	0.1509913832
249	0.1509225439
250	0.1508426934
251	0.1507593851
252	0.1506674872
253	0.1505894867
254	0.1504937183
255	0.1504297933
256	0.1503246673
257	0.1502764436
258	0.1501914058
259	0.1501265852
260	0.1500591009
261	0.1499546382
262	0.1498859392
263	0.1497845719
264	0.1496606736
265	0.1495330308
266	0.1494327543
267	0.1493624971
268	0.1493115163
269	0.1492181042
270	0.1491542232
271	0.149076648
272	0.1489616544
273	0.1489180503
274	0.148829946
275	0.1487660561
276	0.1486602776
277	0.1485825383
278	0.1485138231
279	0.1484515456
280	0.1483814461
281	0.1483285431
282	0.148241986
283	0.1481853454
284	0.1481105253
285	0.1480524862
286	0.1479990245
287	0.1479005617
288	0.1478499789
289	0.1477596425
290	0.1477006082
291	0.1476384763
292	0.1475624518
293	0.1474731247
294	0.1474030232
295	0.1473129825
296	0.1472545108
297	0.1471786403
298	0.1471207722
299	0.1470824188
300	0.1470138192
301	0.1469507781
302	0.1468869263
303	0.1468285731
304	0.1467530057
305	0.1466829412
306	0.1466072419
307	0.1465640559
308	0.1465017472
309	0.1464574411
310	0.1463956479
311	0.1463642126
312	0.146278967
313	0.1461986234
314	0.1461474636
315	0.1460942033
316	0.1460345016
317	0.145942578
318	0.1458623374
319	0.1457798179
320	0.1457219931
321	0.145654189
322	0.1455982843
323	0.1455214828
324	0.1454580067
325	0.1453744257
326	0.1453134913
327	0.1452580052
328	0.1452062123
329	0.1451444616
330	0.1450988396
331	0.14506993
332	0.1450366493
333	0.1449775734
334	0.1449463819
335	0.1448515629
336	0.1447816132
337	0.1447005422
338	0.1446730458
339	0.1445774437
340	0.1445246564
341	0.1444759005
342	0.1443925313
343	0.1443482652
344	0.1443031245
345	0.1442608861
346	0.1442015691
347	0.1441335847
348	0.1440469115
349	0.1440073177
350	0.143951944
351	0.1439074447
352	0.1438515495
353	0.1437712304
354	0.1437118477
355	0.1436539516
356	0.1435636768
357	0.1434919199
358	0.1434317264
359	0.1433591945
360	0.1432947224
361	0.1432493614
362	0.1431627884
363	0.1431257762
364	0.1430797571
365	0.1430360438
366	0.1429929426
367	0.142921366
368	0.1428788717
369	0.1428357008
370	0.1427949416
371	0.1427273216
372	0.1426697791
373	0.1426181407
374	0.1425727043
375	0.1424980153
376	0.1424307236
377	0.1423793916
378	0.1423309643
379	0.142291875
380	0.1422326048
381	0.1421574341
382	0.142095675
383	0.1420637395
384	0.1419989132
385	0.141922295
386	0.1418698954
387	0.1418215479
388	0.1417552242
389	0.1417162916
390	0.1416675942
391	0.141636225
392	0.1415869129
393	0.1415345638
394	0.1414832208
395	0.1414423558
396	0.1414116653
397	0.1413781078
398	0.1413377326
399	0.1413141764
400	0.14124574
401	0.1411899755
402	0.1411387757
403	0.141092147
404	0.141063211
405	0.1410199646
406	0.1409584096
407	0.1409032205
408	0.1408702955
409	0.1408223142
410	0.140801875
411	0.1407679657
412	0.1407083832
413	0.1406427771
414	0.1405983209
415	0.1405669726
416	0.1405202117
417	0.1404837883
418	0.1404596899
419	0.1404246225
420	0.1403722148
421	0.1403280498
422	0.1402894376
423	0.1402626826
424	0.140213552
425	0.140171724
426	0.1401288797
427	0.1400946637
428	0.1400315793
429	0.1399811769
430	0.1399145299
431	0.139860399
432	0.1398340108
433	0.1398048227
434	0.1397863717
435	0.1397495867
436	0.1396899754
437	0.1396393555
438	0.1395879615
439	0.1395538923
440	0.139524699
441	0.1394909946
442	0.1394527024
443	0.1394179781
444	0.1393800173
445	0.1393421921
446	0.1392916729
447	0.1392571708
448	0.1392156303
449	0.1391754814
450	0.1391131906
451	0.1390796128
452	0.1390462061
453	0.1390084994
454	0.138972592
455	0.13890543
456	0.1388816762
457	0.1388442594
458	0.1387908759
459	0.1387412662
460	0.138701952
461	0.1386762782
462	0.1386289454
463	0.1386085526
464	0.1385830178
465	0.1385373459
466	0.1384861853
467	0.1384566457
468	0.1384093733
469	0.1383759002
470	0.1383522044
471	0.1383256263
472	0.138282689
473	0.1382289666
474	0.1381926472
475	0.1381614792
476	0.1381246063
477	0.138097281
478	0.1380617278
479	0.1380006357
480	0.1379729072
481	0.13794474
482	0.1379032192
483	0.1378561934
484	0.1378248198
485	0.1377981772
486	0.1377736713
487	0.137747552
488	0.1377302978
489	0.1376967049
490	0.1376588609
491	0.1376234808
492	0.1375859769
493	0.1375377846
494	0.1375038852
495	0.1374692488
496	0.1374350586
497	0.1373943169
498	0.1373526161
499	0.137316559
500	0.137277339
501	0.1372417769
502	0.1371976435
503	0.1371685498
504	0.1371228098
505	0.1370885601
506	0.137042225
507	0.1370107821
508	0.1369819114
509	0.1369517827
510	0.1369190472
511	0.136876194
512	0.1368524819
513	0.1368044973
514	0.1367768202
515	0.136747654
516	0.1367085493
517	0.1366757829
518	0.1366317924
519	0.1365916414
520	0.1365551947
521	0.1365178293
522	0.1364843014
523	0.1364622967
524	0.13643378
525	0.1363942679
526	0.1363691181
527	0.1363377964
528	0.1363113293
529	0.1362789608
530	0.1362600297
531	0.1362306715
532	0.1361928782
533	0.1361618569
534	0.1361485649
535	0.1361001889
536	0.1360511011
537	0.1360145882
538	0.1359949838
539	0.1359542465
540	0.1359314751
541	0.1359095313
542	0.1358655075
543	0.1358401575
544	0.1358231501
545	0.1357980909
546	0.1357670618
547	0.1357307213
548	0.1356927415
549	0.1356471903
550	0.1356171765
551	0.135584041
552	0.1355507669
553	0.1355153223
554	0.1354953888
555	0.135467193
556	0.1354363337
557	0.1354067048
558	0.1353640329
559	0.1353369127
560	0.1352970456
561	0.1352604206
562	0.1352321785
563	0.1352107944
564	0.1351685615
565	0.1351334583
566	0.1351071838
567	0.1350833246
568	0.1350523114
569	0.1350121849
570	0.1349766673
571	0.1349572964
572	0.1349433423
573	0.1349004315
574	0.1348698687
575	0.1348467924
576	0.1347995327
577	0.1347610441
578	0.1347444855
579	0.1347240068
580	0.1346873625
581	0.1346684174
582	0.1346413984
583	0.1345982849
584	0.1345573014
585	0.1345192609
586	0.1344956321
587	0.1344661262
588	0.1344432556
589	0.1344186707
590	0.1343812215
591	0.1343646302
592	0.1343226925
593	0.1343002902
594	0.1342758819
595	0.1342467072
596	0.1342169754
597	0.1342009192
598	0.1341726599
599	0.1341459806
600	0.1341197015
601	0.1340706793
602	0.1340268497
603	0.1339972974
604	0.1339694055
605	0.1339358865
606	0.1339135636
607	0.133883615
608	0.1338488793
609	0.1338149512
610	0.133779836
611	0.1337485302
612	0.1337143917
613	0.1336897186
614	0.1336535541
615	0.133635964
616	0.1336092793
617	0.1335786862
618	0.1335494342
619	0.1335068313
620	0.1334864922
621	0.1334619278
622	0.1334321819
623	0.1334099697
624	0.133378359
625	0.1333461087
626	0.1333301697
627	0.1332993428
628	0.1332674404
629	0.1332518321
630	0.1332316185
631	0.1332083529
632	0.1331705587
633	0.1331388305
634	0.1331047026
635	0.1330778622
636	0.133056759
637	0.1330160912
638	0.1329787783
639	0.1329369791
640	0.1329094041
641	0.1328947561
642	0.1328650265
643	0.1328400058
644	0.1328197063
645	0.1327964756
646	0.1327779711
647	0.1327523506
648	0.1327072508
649	0.132686518
650	0.1326567612
651	0.1326325786
652	0.1325923837
653	0.1325707234
654	0.1325414298
655	0.13251968
656	0.1324992829
657	0.1324804948
658	0.1324445006
659	0.1324216893
660	0.1323980508
661	0.1323632486
662	0.1323341411
663	0.1323010722
664	0.1322663769
665	0.1322404346
666	0.1322172378
667	0.1321902169
668	0.1321599014
669	0.1321377795
670	0.1321218378
671	0.1321062728
672	0.1320897103
673	0.1320655876
674	0.1320422648
675	0.1320227101
676	0.1320076796
677	0.1319947504
678	0.1319620257
679	0.1319268173
680	0.1319072923
681	0.1318871764
682	0.1318610778
683	0.1318421053
684	0.1318037579
685	0.1317815125
686	0.1317603984
687	0.1317378895
688	0.1317135143
689	0.1316941261
690	0.1316656289
691	0.1316338208
692	0.131618364
693	0.1315885494
694	0.13156859
695	0.1315491997
696	0.1315215697
697	0.1315031534
698	0.1314790049
699	0.131458507
700	0.1314355535
701	0.1314060145
702	0.1313891381
703	0.1313674576
704	0.1313373401
705	0.1313101815
706	0.1312848848
707	0.1312549773
708	0.1312192116
709	0.1311866411
710	0.1311653242
711	0.1311471885
712	0.1311283487
713	0.1311100812
714	0.1310773382
715	0.1310449873
716	0.1310278805
717	0.1310034295
718	0.1309656778
719	0.1309342136
720	0.1309200468
721	0.1309006215
722	0.1308714871
723	0.1308364934
724	0.1308064606
725	0.1307763027
726	0.1307551815
727	0.1307402656
728	0.1307175656
729	0.1306913105
730	0.1306641917
731	0.130624558
732	0.1306052462
733	0.1305814453
734	0.1305661317
735	0.1305364425
736	0.1305215837
737	0.1304999558
738	0.1304777203
739	0.1304478317
740	0.1304259818
741	0.1304106344
742	0.13038287
743	0.1303513724
744	0.1303242255
745	0.130304051
746	0.1302845163
747	0.1302593728
748	0.1302422049
749	0.1302216767
750	0.1302009044
751	0.1301890909
752	0.1301490866
753	0.1301285644
754	0.130115432
755	0.1300864408
756	0.1300638383
757	0.1300407621
758	0.13002168
759	0.1299931964
760	0.1299688251
761	0.1299484959
762	0.1299256314
763	0.1299059972
764	0.1298819532
765	0.129856714
766	0.1298384921
767	0.1298143285
768	0.1297873352
769	0.1297710902
770	0.1297493765
771	0.129729269
772	0.1297059999
773	0.1296892721
774	0.1296683982
775	0.1296412653
776	0.1296263065
777	0.1296089595
778	0.1295762049
779	0.1295583229
780	0.129536637
781	0.1295175366
782	0.1294919268
783	0.1294665084
784	0.1294455797
785	0.1294253124
786	0.1294079661
787	0.1293803151
788	0.1293561781
789	0.1293195112
790	0.1293043405
791	0.1292939846
792	0.1292765134
793	0.1292495622
794	0.1292331266
795	0.1292260139
796	0.1292072812
797	0.1291764165
798	0.1291445297
799	0.1291292456
800	0.1291046084
801	0.1290861754
802	0.1290695048
803	0.1290389401
804	0.1290030348
805	0.1289873861
806	0.1289726265
807	0.1289514038
808	0.1289304427
809	0.1289041809
810	0.1288873613
811	0.1288748504
812	0.1288480549
813	0.1288191806
814	0.1287938519
815	0.1287679054
816	0.1287445562
817	0.1287267995
818	0.1286926428
819	0.1286638342
820	0.1286432042
821	0.1286239575
822	0.128595617
823	0.1285806727
824	0.1285535468
825	0.1285400342
826	0.1285114304
827	0.1284854698
828	0.1284656344
829	0.1284436216
830	0.1284171888
831	0.1283996049
832	0.128379755
833	0.1283647884
834	0.1283461841
835	0.1283249688
836	0.1283141143
837	0.1282920562
838	0.1282682164
839	0.1282527461
840	0.1282294992
841	0.1282063165
842	0.1281958414
843	0.1281775007
844	0.1281546506
845	0.1281345543
846	0.1281186308
847	0.1281031046
848	0.1280869988
849	0.1280673497
850	0.1280465948
851	0.1280233236
852	0.1280012373
853	0.127977889
854	0.1279546938
855	0.1279375464
856	0.1279265205
857	0.1278958298
858	0.1278744384
859	0.127854574
860	0.1278371654
861	0.1278095813
862	0.1277971195
863	0.1277808877
864	0.1277649391
865	0.127748024
866	0.1277163614
867	0.1277007533
868	0.1276818619
869	0.1276637657
870	0.1276470787
871	0.127629436
872	0.1276166634
873	0.1276018498
874	0.1275847679
875	0.1275652851
876	0.1275473173
877	0.127527084
878	0.1275069813
879	0.1274888805
880	0.1274607721
881	0.1274365221
882	0.1274145899
883	0.1273989567
884	0.1273777167
885	0.1273477281
886	0.1273296909
887	0.1273057132
888	0.1272793734
889	0.12725678
890	0.1272405543
891	0.1272258558
892	0.1272090745
893	0.1271946406
894	0.1271772873
895	0.1271637754
896	0.1271450902
897	0.1271299152
898	0.1271010917
899	0.1270855841
900	0.1270684077
901	0.1270473943
902	0.1270287188
903	0.1270122573
904	0.1269833451
905	0.1269538421
906	0.1269394847
907	0.1269215299
908	0.1269145883
909	0.1268980029
910	0.1268820419
911	0.1268746977
912	0.1268601624
913	0.1268456228
914	0.1268292332
915	0.1268153136
916	0.1267899534
917	0.1267688403
918	0.1267518983
919	0.1267354892
920	0.1267055461
921	0.1266910228
922	0.1266680244
923	0.1266485652
924	0.126618258
925	0.1265952061
926	0.1265796423
927	0.1265608338
928	0.1265483927
929	0.1265326234
930	0.1265022223
931	0.1264899594
932	0.1264724167
933	0.12645432
934	0.1264312342
935	0.126410573
936	0.1264001078
937	0.1263727731
938	0.1263539261
939	0.1263302963
940	0.1263090445
941	0.1262902205
942	0.1262682048
943	0.1262395601
944	0.1262292133
945	0.1262180079
946	0.1262040525
947	0.126188909
948	0.1261637142
949	0.1261350603
950	0.1261082165
951	0.1260888821
952	0.1260670128
953	0.1260416939
954	0.126031301
955	0.1260097309
956	0.1259910562
957	0.125980736
958	0.1259651082
959	0.1259455098
960	0.1259351949
961	0.1259137104
962	0.1258962907
963	0.1258813866
964	0.125868031
965	0.1258569676
966	0.1258447162
967	0.1258269539
968	0.125807835
969	0.1257890596
970	0.125768591
971	0.1257510903
972	0.1257390258
973	0.1257264655
974	0.1257152637
975	0.1256859776
976	0.1256692088
977	0.1256506431
978	0.1256410268
979	0.1256258018
980	0.1256102868
981	0.125597623
982	0.1255801003
983	0.1255569012
984	0.1255414799
985	0.1255246086
986	0.1255139502
987	0.1254953957
988	0.125475194
989	0.1254545548
990	0.1254394813
991	0.1254199092
992	0.1253982451
993	0.1253714397
994	0.1253544234
995	0.1253438459
996	0.1253347492
997	0.1253168342
998	0.1253009702
999	0.1252828539
