iter	Passed	Remaining
764	7698	2364
765	7712	2356
766	7726	2347
767	7742	2338
768	7756	2330
769	7765	2319
770	7778	2310
771	7793	2301
772	7809	2293
773	7824	2284
774	7843	2277
775	7862	2269
776	7878	2261
777	7892	2252
778	7920	2246
779	7929	2236
780	7943	2227
781	7957	2218
782	7974	2209
783	7987	2200
784	7994	2189
785	8009	2180
786	8029	2173
787	8044	2164
788	8060	2155
789	8076	2146
790	8091	2138
791	8106	2129
792	8122	2120
793	8136	2111
794	8148	2101
795	8158	2090
796	8173	2081
797	8189	2073
798	8203	2063
799	8215	2053
800	8225	2043
801	8239	2034
802	8253	2024
803	8268	2015
804	8281	2006
805	8291	1995
806	8305	1986
807	8320	1977
808	8338	1968
809	8354	1959
810	8372	1951
811	8393	1943
812	8413	1935
813	8434	1927
814	8465	1921
815	8481	1912
816	8501	1904
817	8515	1894
818	8534	1886
819	8552	1877
820	8571	1868
821	8588	1859
822	8605	1850
823	8630	1843
824	8645	1833
825	8661	1824
826	8682	1816
827	8710	1809
828	8730	1800
829	8749	1792
830	8770	1783
831	8787	1774
832	8803	1764
833	8822	1756
834	8840	1746
835	8859	1738
836	8881	1729
837	8898	1720
838	8916	1711
839	8938	1702
840	8955	1693
841	8974	1683
842	8986	1673
843	9000	1663
844	9018	1654
845	9035	1644
846	9051	1635
847	9067	1625
848	9093	1617
849	9108	1607
850	9126	1598
851	9146	1588
852	9162	1579
853	9181	1569
854	9198	1559
855	9214	1550
856	9230	1540
857	9246	1530
858	9263	1520
859	9280	1510
860	9310	1503
861	9347	1496
862	9380	1489
863	9403	1480
864	9419	1470
865	9435	1459
866	9452	1450
867	9470	1440
868	9499	1431
869	9525	1423
870	9542	1413
871	9558	1403
872	9575	1392
873	9591	1382
874	9608	1372
875	9626	1362
876	9642	1352
877	9657	1341
878	9673	1331
879	9690	1321
880	9706	1311
881	9726	1301
882	9741	1290
883	9757	1280
884	9772	1269
885	9790	1259
886	9809	1249
887	9826	1239
888	9843	1229
889	9865	1219
890	9885	1209
891	9905	1199
892	9920	1188
893	9935	1178
894	9955	1168
895	9970	1157
896	9986	1146
897	9998	1135
898	10008	1124
899	10028	1114
900	10049	1104
901	10068	1093
902	10083	1083
903	10097	1072
904	10115	1061
905	10135	1051
906	10153	1041
907	10171	1030
908	10185	1019
909	10203	1009
910	10219	998
911	10235	987
912	10251	976
913	10267	966
914	10279	954
915	10301	944
916	10317	933
917	10333	923
918	10353	912
919	10368	901
920	10386	890
921	10405	880
922	10435	870
923	10451	859
924	10468	848
925	10484	837
926	10500	826
927	10517	816
928	10536	805
929	10566	795
930	10601	785
931	10617	774
932	10634	763
933	10650	752
934	10680	742
935	10694	731
936	10711	720
937	10730	709
938	10744	697
939	10763	687
940	10785	676
941	10809	665
942	10829	654
943	10848	643
944	10864	632
945	10880	621
946	10898	609
947	10913	598
948	10932	587
949	10948	576
950	10966	565
951	10979	553
952	10996	542
953	11012	530
954	11027	519
955	11040	508
956	11056	496
957	11068	485
958	11083	473
959	11100	462
960	11115	451
961	11130	439
962	11147	428
963	11165	416
964	11183	405
965	11200	394
966	11214	382
967	11231	371
968	11247	359
969	11266	348
970	11281	336
971	11297	325
972	11313	313
973	11329	302
974	11345	290
975	11365	279
976	11381	267
977	11396	256
978	11421	244
979	11435	233
980	11448	221
981	11462	210
982	11478	198
983	11494	186
984	11510	175
985	11525	163
986	11541	152
987	11558	140
988	11574	128
989	11590	117
990	11605	105
991	11617	93
992	11634	82
993	11654	70
994	11673	58
995	11691	46
996	11708	35
997	11726	23
998	11743	11
999	11760	0
