iter	RMSE
458	0.1638702401
459	0.1638269834
460	0.1638064439
461	0.1637371668
462	0.1637137406
463	0.1636488074
464	0.1636161556
465	0.1635886267
466	0.163539987
467	0.1634979206
468	0.1634412485
469	0.1634176173
470	0.1633896453
471	0.163352372
472	0.1633262397
473	0.1632943323
474	0.163261166
475	0.1632284835
476	0.1631934932
477	0.1631542495
478	0.1631052909
479	0.1630824091
480	0.1630604496
481	0.1630319359
482	0.1629832254
483	0.1629517924
484	0.1629213954
485	0.1628991215
486	0.1628621288
487	0.1628022212
488	0.1627846502
489	0.1627541316
490	0.1627260334
491	0.1626963717
492	0.1626646786
493	0.1626322407
494	0.1625905256
495	0.1625348459
496	0.1625091859
497	0.1624501713
498	0.162391875
499	0.1623581814
500	0.1623323329
501	0.162281763
502	0.1622455717
503	0.1621829871
504	0.1621597361
505	0.1621331304
506	0.1620984547
507	0.1620502866
508	0.1620200564
509	0.1619995437
510	0.1619769246
511	0.161948968
512	0.1619125703
513	0.1618922497
514	0.1618537426
515	0.1618205266
516	0.161791333
517	0.1617523923
518	0.1617203837
519	0.1616896084
520	0.1616525084
521	0.16161992
522	0.1615996364
523	0.1615730231
524	0.161544774
525	0.1615282532
526	0.1614948191
527	0.1614591419
528	0.161440067
529	0.1614218666
530	0.1613839959
531	0.1613697902
532	0.1613477279
533	0.161303817
534	0.1612605547
535	0.1612331888
536	0.1612110544
537	0.1611864093
538	0.161146611
539	0.1611076712
540	0.1610854639
541	0.1610604836
542	0.1610315493
543	0.1610064242
544	0.1610047911
545	0.1609823756
546	0.1609325899
547	0.160890375
548	0.1608661981
549	0.1608269693
550	0.1608036411
551	0.1607802672
552	0.1607662917
553	0.160739897
554	0.1606969543
555	0.1606726253
556	0.1606398086
557	0.1606101911
558	0.1605646236
559	0.160526895
560	0.1605004853
561	0.1604323475
562	0.1604023445
563	0.1603654991
564	0.1603258993
565	0.1602982034
566	0.1602826972
567	0.1602654361
568	0.1602434165
569	0.1602081227
570	0.1601646381
571	0.1600935105
572	0.1600774504
573	0.1600399223
574	0.1600095394
575	0.1599691349
576	0.1599471662
577	0.1599085471
578	0.1598812025
579	0.1598407329
580	0.1597966531
581	0.1597596147
582	0.1597286303
583	0.1596897224
584	0.1596746171
585	0.1596373026
586	0.1596130776
587	0.1595995903
588	0.1595803557
589	0.1595626681
590	0.1595383306
591	0.159484589
592	0.1594558157
593	0.1594342198
594	0.1593943029
595	0.1593508632
596	0.1593229982
597	0.1592822606
598	0.1592438439
599	0.1591756818
600	0.1591651099
601	0.1591401762
602	0.1591145181
603	0.1590918703
604	0.1590641226
605	0.1590499065
606	0.1589857083
607	0.1589666331
608	0.158952667
609	0.1589172772
610	0.1588904629
611	0.1588517268
612	0.1588386499
613	0.1588069583
614	0.1587864284
615	0.1587648048
616	0.1587411938
617	0.1587009408
618	0.1586845221
619	0.1586599961
620	0.1586462559
621	0.1586180108
622	0.1586166183
623	0.1585819851
624	0.1585637045
625	0.158562039
626	0.1585113637
627	0.1584906568
628	0.1584537974
629	0.1584429592
630	0.1584147601
631	0.1584016846
632	0.1583571978
633	0.1583066454
634	0.1582975891
635	0.1582776714
636	0.1582592153
637	0.1582455332
638	0.158216062
639	0.1581826483
640	0.1581744594
641	0.1581355228
642	0.1581175547
643	0.1580834084
644	0.1580623418
645	0.1580233594
646	0.1580145979
647	0.1579766743
648	0.1579154068
649	0.157888765
650	0.1578573204
651	0.1578206831
652	0.1578015598
653	0.1577677387
654	0.1577387168
655	0.1577090774
656	0.1576836968
657	0.157656266
658	0.1576274204
659	0.1575929456
660	0.1575593764
661	0.1575435105
662	0.1575227788
663	0.1575005179
664	0.1574779167
665	0.1574486647
666	0.1574256092
667	0.1574012675
668	0.1573901553
669	0.157370699
670	0.1573473513
671	0.1573198827
672	0.1573078528
673	0.1572841958
674	0.1572602508
675	0.1572436329
676	0.1572429266
677	0.1571961285
678	0.1571774681
679	0.1571473949
680	0.1571000289
681	0.157084253
682	0.1570740482
683	0.1570530694
684	0.1570211209
685	0.1569846462
686	0.1569645786
687	0.156953675
688	0.1569328454
689	0.156912779
690	0.1568850282
691	0.1568692945
692	0.1568383126
693	0.1568118666
694	0.1567964113
695	0.1567803654
696	0.1567746588
697	0.156733529
698	0.1567028017
699	0.1566846803
700	0.1566325568
701	0.156604224
702	0.1565811099
703	0.1565635424
704	0.1565424382
705	0.1565154302
706	0.1564911362
707	0.1564582471
708	0.1564287714
709	0.1563712115
710	0.1563389614
711	0.1563186575
712	0.1562864899
713	0.1562718932
714	0.156238712
715	0.1562212382
716	0.1561986386
717	0.1561483527
718	0.1561338272
719	0.156125911
720	0.1561084755
721	0.1560861445
722	0.156059131
723	0.1560293702
724	0.155991656
725	0.1559762321
726	0.1559521706
727	0.1559369352
728	0.1559246297
729	0.1558927361
730	0.1558594682
731	0.155843529
732	0.1558191027
733	0.1557881654
734	0.1557728543
735	0.1557462343
736	0.1557204614
737	0.155707187
738	0.155677384
739	0.1556615306
740	0.1556505817
741	0.1556255117
742	0.1556009813
743	0.1555825213
744	0.1555467363
745	0.1554927672
746	0.155473584
747	0.1554450753
748	0.1554298281
749	0.1553986372
750	0.1553784449
751	0.1553604456
752	0.1553403757
753	0.1553229899
754	0.1553006974
755	0.1552736119
756	0.1552496165
757	0.1552303437
758	0.1552184714
759	0.1551922045
760	0.1551689968
761	0.1551489478
762	0.1551080592
763	0.1550951044
764	0.1550522856
765	0.155048232
766	0.1550223762
767	0.154992691
768	0.1549651268
769	0.1549403888
770	0.1549080836
771	0.1548945683
772	0.1548582263
773	0.1548355814
774	0.1548054733
775	0.1547809612
776	0.1547511687
777	0.1547265492
778	0.1547136058
779	0.1546868871
780	0.1546555325
781	0.1546336205
782	0.1546192811
783	0.1545882485
784	0.15457505
785	0.154564958
786	0.154541908
787	0.154518779
788	0.1544879422
789	0.1544580174
790	0.15444202
791	0.1544349191
792	0.1544341085
793	0.1543950296
794	0.1543705059
795	0.1543423311
796	0.1543234129
797	0.1543011445
798	0.1542793453
799	0.154269522
800	0.1542566477
801	0.1542316195
802	0.1542109199
803	0.1541710469
804	0.1541485703
805	0.1541265491
806	0.1540979034
807	0.1540830208
808	0.1540417345
809	0.154025003
810	0.1540053659
811	0.1539839078
812	0.1539658416
813	0.1539288918
814	0.1539075212
815	0.1538677025
816	0.1538434766
817	0.1538341649
818	0.1538060757
819	0.1537759966
820	0.1537555866
821	0.15373486
822	0.1537251993
823	0.1536979476
824	0.1536767214
825	0.1536666103
826	0.1536445228
827	0.1536266888
828	0.1536045386
829	0.1535862963
830	0.1535549474
831	0.1535474921
832	0.1535132
833	0.1535015472
834	0.1534834402
835	0.1534747551
836	0.1534568523
837	0.1534374842
838	0.153417627
839	0.1533933533
840	0.1533678266
841	0.1533549674
842	0.1533437
843	0.1533278239
844	0.1533021758
845	0.1532869535
846	0.1532643236
847	0.1532442739
848	0.1532294248
849	0.1531952773
850	0.1531750785
851	0.1531567123
852	0.1531508741
853	0.1531295263
854	0.1531192928
855	0.1530779363
856	0.1530508284
857	0.153029645
858	0.1530087663
859	0.1529876907
860	0.1529718946
861	0.1529528804
862	0.1529300103
863	0.1529120387
864	0.1528864474
865	0.1528635133
866	0.1528429004
867	0.1528238048
868	0.152812378
869	0.1527739176
870	0.1527623409
871	0.1527355994
872	0.1527231358
873	0.1527058819
874	0.1526761935
875	0.152646999
876	0.1526339834
877	0.1526136142
878	0.1525896381
879	0.152573565
880	0.1525676562
881	0.1525472659
882	0.152517627
883	0.1524975732
884	0.1524797842
885	0.1524645846
886	0.1524372341
887	0.1524205182
888	0.1523920286
889	0.1523499613
890	0.1523309386
891	0.1523144444
892	0.1522873327
893	0.1522713073
894	0.1522622692
895	0.1522476919
896	0.1522346999
897	0.1521930887
898	0.1521708016
899	0.1521598996
900	0.152130218
901	0.1521164259
902	0.1521023929
903	0.1520865064
904	0.1520521513
905	0.1520361664
906	0.1520162839
907	0.1519809027
908	0.1519689811
909	0.1519470059
910	0.1519363393
911	0.1519077595
912	0.1518849056
913	0.1518606013
914	0.1518366907
915	0.151823451
916	0.1518009428
917	0.151779139
918	0.1517695955
919	0.1517596986
920	0.1517201248
921	0.1517030538
922	0.1516816679
923	0.1516739151
924	0.1516586305
925	0.1516503014
926	0.1516283543
927	0.1516061752
928	0.1515926573
929	0.1515773182
930	0.1515612208
931	0.1515496008
932	0.1515295812
933	0.1515120085
934	0.1514985641
935	0.1514737114
936	0.1514609503
937	0.1514376321
938	0.1514177908
939	0.1513858459
940	0.1513623578
941	0.1513425872
942	0.1513130252
943	0.1513031
944	0.1512947591
945	0.1512812727
946	0.1512664833
947	0.1512584411
948	0.1512337573
949	0.1512179294
950	0.1512034102
951	0.1511838992
952	0.1511567651
953	0.1511336275
954	0.1511123088
955	0.1510995441
956	0.1510743155
957	0.1510662477
958	0.151048154
959	0.1510217493
960	0.1510023579
961	0.1509935185
962	0.1509840082
963	0.1509629268
964	0.1509419261
965	0.1509252497
966	0.1509026817
967	0.1508818899
968	0.1508600769
969	0.1508506265
970	0.1508419932
971	0.1508225265
972	0.1508050384
973	0.1507806351
974	0.1507636296
975	0.1507355135
976	0.1507123761
977	0.150671372
978	0.1506421401
979	0.1506273006
980	0.150598186
981	0.1505851805
982	0.1505619199
983	0.1505533132
984	0.1505422703
985	0.1505126228
986	0.1504934572
987	0.1504761384
988	0.1504479986
989	0.1504384494
990	0.1504211512
991	0.150401867
992	0.1503744746
993	0.1503524291
994	0.150345575
995	0.1503255732
996	0.1503056631
997	0.150289763
998	0.1502759524
999	0.1502672839
